route_class,passenger_load,service_profile,shortage_score,trolley_availability,catering_complexity,turnaround_pressure,item_criticality,inventory_category,latent_required_units,latent_available_units,shortage_gap,risk_level,affected_service_area,action_class
medium_haul,111,standard,9.6,0.55,5.12,7.97,6.95,wheelchair_kit,38.43,9.39,29.05,HIGH,wheelchair_kit,replace_trolley_set
long_haul,92,high_turnover,4.89,0.98,5.15,7.73,8.59,wheelchair_kit,39.8,42.28,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,71,high_turnover,3.79,0.79,3.62,3.73,3.56,beverage,37.61,42.01,0.0,LOW,beverage,monitor_only
long_haul,175,late_rotation,5.87,0.5,4.01,3.89,1.89,mixed_service,44.41,18.54,25.87,HIGH,long_haul_service,replace_trolley_set
long_haul,101,high_turnover,4.85,0.54,9.44,4.67,5.11,duty_free,42.32,23.7,18.62,ELEVATED,duty_free,top_up_before_arrival
long_haul,169,late_rotation,2.73,0.46,4.76,4.47,4.66,mixed_service,45.49,16.56,28.93,HIGH,long_haul_service,replace_trolley_set
short_haul,170,late_rotation,1.35,0.73,7.27,7.32,5.62,mixed_service,37.53,30.52,7.01,LOW,standard_service,monitor_only
medium_haul,162,high_turnover,2.4,0.43,7.21,1.48,8.36,wheelchair_kit,37.33,29.65,7.68,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,169,late_rotation,5.52,0.9,3.83,2.82,3.16,duty_free,43.1,42.11,0.99,ELEVATED,duty_free,monitor_only
short_haul,115,standard,4.22,0.45,1.48,6.32,4.2,meal,28.97,21.54,7.43,ELEVATED,meal,top_up_before_arrival
short_haul,146,standard,1.71,0.96,1.56,1.3,8.43,beverage,35.07,51.21,0.0,LOW,beverage,monitor_only
short_haul,103,late_rotation,8.92,0.87,2.09,8.78,1.78,meal,28.87,37.28,0.0,ELEVATED,meal,top_up_before_arrival
short_haul,129,late_rotation,8.34,0.87,3.01,7.46,6.74,meal,36.68,35.05,1.63,LOW,meal,monitor_only
short_haul,92,high_turnover,0.31,0.27,1.59,5.46,4.58,beverage,20.33,19.93,0.4,ELEVATED,beverage,top_up_before_arrival
short_haul,190,late_rotation,2.28,0.94,4.33,6.12,7.29,mixed_service,38.72,31.18,7.54,ELEVATED,standard_service,top_up_before_arrival
short_haul,128,standard,8.12,0.31,1.61,3.82,2.21,beverage,27.82,17.06,10.77,HIGH,beverage,replace_trolley_set
medium_haul,195,late_rotation,9.28,0.37,5.42,2.84,4.36,meal,50.7,17.9,32.81,HIGH,meal,replace_trolley_set
short_haul,191,high_turnover,9.67,0.48,7.09,3.68,3.96,duty_free,38.85,23.1,15.75,ELEVATED,duty_free,monitor_only
short_haul,107,business_priority,2.61,0.78,8.45,3.58,6.65,mixed_service,31.12,42.63,0.0,LOW,premium_cabin,monitor_only
short_haul,148,late_rotation,8.23,0.72,3.58,1.62,6.65,meal,40.15,38.3,1.85,LOW,meal,monitor_only
short_haul,116,standard,0.64,0.32,6.83,6.94,3.38,beverage,32.16,15.35,16.81,HIGH,beverage,replace_trolley_set
medium_haul,160,high_turnover,1.64,0.65,6.54,4.47,9.44,mixed_service,42.47,30.27,12.2,ELEVATED,standard_service,top_up_before_arrival
medium_haul,109,business_priority,9.75,0.88,2.34,7.41,6.59,mixed_service,36.4,37.62,0.0,ELEVATED,premium_cabin,monitor_only
short_haul,79,standard,1.23,0.97,5.65,3.46,8.29,duty_free,26.4,50.51,0.0,LOW,duty_free,monitor_only
short_haul,206,standard,9.78,0.67,5.25,2.16,5.36,beverage,44.13,38.87,5.25,LOW,beverage,monitor_only
short_haul,168,standard,4.94,1.0,4.33,1.38,4.25,duty_free,28.42,56.08,0.0,LOW,duty_free,monitor_only
short_haul,197,business_priority,7.67,0.96,3.85,3.25,8.96,mixed_service,42.74,43.71,0.0,LOW,premium_cabin,monitor_only
medium_haul,187,late_rotation,1.45,0.56,8.39,5.5,5.49,meal,45.87,21.16,24.71,HIGH,meal,replace_trolley_set
medium_haul,78,high_turnover,1.01,0.6,4.16,3.09,1.95,wheelchair_kit,24.71,32.65,0.0,ELEVATED,wheelchair_kit,monitor_only
long_haul,197,standard,1.58,0.35,8.5,9.36,9.28,wheelchair_kit,46.64,11.15,35.49,HIGH,wheelchair_kit,replace_trolley_set
long_haul,169,standard,6.17,0.57,2.68,2.53,5.44,duty_free,43.07,32.57,10.5,ELEVATED,duty_free,top_up_before_arrival
short_haul,202,business_priority,5.61,0.8,2.09,8.46,3.38,beverage,33.0,33.02,0.0,ELEVATED,beverage,top_up_before_arrival
short_haul,97,business_priority,9.51,0.89,8.37,5.07,3.81,duty_free,32.49,41.02,0.0,ELEVATED,duty_free,monitor_only
short_haul,200,standard,1.12,0.89,3.66,1.59,8.64,mixed_service,37.25,46.18,0.0,LOW,standard_service,monitor_only
short_haul,167,high_turnover,1.68,0.4,6.27,8.06,5.6,meal,35.72,13.38,22.35,HIGH,meal,replace_trolley_set
medium_haul,105,late_rotation,7.65,0.83,3.31,6.93,4.35,beverage,35.82,25.12,10.7,ELEVATED,beverage,top_up_before_arrival
long_haul,100,standard,3.32,0.33,8.72,1.57,8.3,wheelchair_kit,39.97,22.29,17.68,HIGH,wheelchair_kit,replace_trolley_set
long_haul,83,high_turnover,6.41,0.55,3.11,4.87,8.15,wheelchair_kit,36.59,26.48,10.11,HIGH,wheelchair_kit,replace_trolley_set
short_haul,97,business_priority,8.27,0.9,5.77,3.21,7.27,mixed_service,32.24,47.61,0.0,LOW,premium_cabin,monitor_only
long_haul,105,business_priority,5.46,0.59,3.88,2.84,3.41,wheelchair_kit,36.09,36.74,0.0,LOW,wheelchair_kit,monitor_only
short_haul,164,late_rotation,2.72,0.33,5.3,9.38,4.2,mixed_service,32.84,-2.25,35.09,HIGH,standard_service,replace_trolley_set
short_haul,86,late_rotation,0.45,0.65,8.08,9.05,8.2,mixed_service,30.38,19.09,11.29,HIGH,standard_service,replace_trolley_set
short_haul,138,late_rotation,2.11,0.43,7.85,8.08,5.36,beverage,36.11,3.34,32.77,HIGH,beverage,replace_trolley_set
short_haul,203,business_priority,1.45,0.62,8.84,8.19,5.64,beverage,45.16,34.21,10.94,ELEVATED,beverage,top_up_before_arrival
short_haul,136,high_turnover,3.32,0.37,9.14,3.93,8.4,duty_free,33.32,23.44,9.88,HIGH,duty_free,top_up_before_arrival
short_haul,178,business_priority,8.63,0.76,7.79,2.2,4.49,duty_free,39.5,41.54,0.0,LOW,duty_free,monitor_only
medium_haul,201,late_rotation,7.06,0.57,1.15,8.07,6.55,mixed_service,39.55,16.9,22.65,HIGH,standard_service,replace_trolley_set
short_haul,128,standard,9.09,0.74,9.46,6.1,1.52,meal,41.79,26.16,15.63,HIGH,meal,top_up_before_arrival
medium_haul,175,standard,9.15,0.96,3.25,4.86,8.25,duty_free,39.77,42.11,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,113,high_turnover,6.28,0.75,8.01,5.68,6.96,meal,37.79,32.95,4.84,ELEVATED,meal,top_up_before_arrival
short_haul,75,late_rotation,3.7,0.76,2.1,5.6,8.25,wheelchair_kit,19.53,29.7,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,129,business_priority,5.5,0.55,1.56,4.5,7.78,duty_free,35.5,25.73,9.77,HIGH,duty_free,top_up_before_arrival
short_haul,94,standard,7.37,0.92,3.73,9.43,5.34,duty_free,25.04,38.85,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,96,late_rotation,1.86,0.45,3.42,8.35,1.73,wheelchair_kit,20.6,11.91,8.68,HIGH,wheelchair_kit,top_up_before_arrival
medium_haul,139,high_turnover,0.24,0.28,1.5,4.55,9.2,meal,39.25,15.68,23.58,HIGH,meal,replace_trolley_set
short_haul,192,standard,6.82,0.44,4.95,7.28,8.85,duty_free,41.73,21.91,19.82,HIGH,duty_free,replace_trolley_set
short_haul,201,high_turnover,5.11,0.57,8.49,2.54,7.73,wheelchair_kit,40.63,31.67,8.96,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,86,high_turnover,2.22,0.83,5.76,5.99,7.93,meal,34.82,37.38,0.0,HIGH,meal,replace_trolley_set
short_haul,93,business_priority,1.87,0.63,3.93,2.08,7.05,beverage,29.94,38.16,0.0,ELEVATED,beverage,top_up_before_arrival
short_haul,97,high_turnover,6.86,0.38,4.08,1.21,7.49,wheelchair_kit,26.29,23.39,2.9,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,153,high_turnover,1.89,0.74,6.48,9.28,5.84,wheelchair_kit,32.66,34.93,0.0,HIGH,wheelchair_kit,replace_trolley_set
short_haul,123,high_turnover,0.7,0.92,2.46,4.6,3.67,meal,28.55,44.16,0.0,LOW,meal,monitor_only
short_haul,90,high_turnover,4.24,0.33,5.77,2.16,4.2,wheelchair_kit,19.6,24.48,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,187,standard,7.58,0.43,5.48,6.41,5.27,beverage,41.17,16.98,24.19,HIGH,beverage,replace_trolley_set
medium_haul,177,business_priority,2.62,0.59,1.14,1.52,2.71,mixed_service,31.42,34.32,0.0,LOW,premium_cabin,monitor_only
short_haul,84,late_rotation,5.97,0.55,4.36,2.05,3.62,wheelchair_kit,20.87,32.15,0.0,ELEVATED,wheelchair_kit,monitor_only
short_haul,132,business_priority,6.77,0.33,3.32,4.77,4.67,meal,37.36,20.87,16.49,HIGH,meal,replace_trolley_set
medium_haul,92,business_priority,6.95,0.69,1.32,6.13,8.91,meal,34.18,26.41,7.76,ELEVATED,meal,top_up_before_arrival
medium_haul,71,high_turnover,7.21,0.9,8.93,8.68,5.6,wheelchair_kit,32.28,37.62,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,204,business_priority,1.43,0.74,4.22,7.27,5.6,beverage,48.07,28.25,19.82,HIGH,beverage,replace_trolley_set
short_haul,138,standard,7.7,0.39,6.55,7.11,1.32,mixed_service,32.78,17.3,15.48,HIGH,standard_service,replace_trolley_set
short_haul,178,high_turnover,8.68,0.3,3.39,5.44,5.11,wheelchair_kit,33.61,15.8,17.81,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,156,high_turnover,9.36,0.66,4.96,7.64,7.38,meal,45.89,23.4,22.49,HIGH,meal,replace_trolley_set
short_haul,215,business_priority,9.46,0.66,7.06,5.07,6.01,duty_free,44.48,33.62,10.86,ELEVATED,duty_free,monitor_only
short_haul,99,standard,4.6,0.3,1.29,2.18,1.69,duty_free,22.24,24.09,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,201,high_turnover,4.9,0.78,8.07,4.17,9.47,duty_free,42.51,42.39,0.12,LOW,duty_free,monitor_only
long_haul,82,business_priority,6.8,0.68,2.25,2.66,4.28,meal,38.96,37.8,1.16,ELEVATED,meal,monitor_only
medium_haul,115,late_rotation,6.55,0.57,6.25,8.92,8.15,wheelchair_kit,34.76,17.27,17.49,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,141,standard,5.67,0.82,1.56,7.34,3.41,wheelchair_kit,30.21,34.17,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,148,high_turnover,3.2,0.71,6.24,4.63,3.77,duty_free,43.06,33.58,9.48,ELEVATED,duty_free,top_up_before_arrival
long_haul,94,late_rotation,3.68,0.95,1.61,2.24,6.51,meal,43.32,47.87,0.0,LOW,meal,monitor_only
long_haul,219,business_priority,5.61,0.45,5.69,2.08,9.25,mixed_service,54.62,33.28,21.34,ELEVATED,premium_cabin,top_up_before_arrival
medium_haul,140,business_priority,9.09,0.53,9.01,9.22,3.66,wheelchair_kit,37.32,15.02,22.3,HIGH,wheelchair_kit,replace_trolley_set
short_haul,103,high_turnover,8.52,0.77,2.76,8.99,4.47,beverage,30.53,35.22,0.0,ELEVATED,beverage,monitor_only
short_haul,130,standard,9.2,0.37,8.34,2.65,7.25,meal,44.09,24.35,19.74,HIGH,meal,replace_trolley_set
short_haul,130,standard,5.54,0.75,9.46,7.81,3.66,beverage,39.69,24.04,15.65,ELEVATED,beverage,top_up_before_arrival
medium_haul,168,late_rotation,1.5,0.91,9.21,2.41,4.05,duty_free,37.84,46.54,0.0,LOW,duty_free,monitor_only
medium_haul,183,high_turnover,8.24,0.72,5.61,4.83,5.79,wheelchair_kit,39.02,30.81,8.21,LOW,wheelchair_kit,monitor_only
medium_haul,109,high_turnover,1.29,0.27,7.59,4.44,5.82,meal,36.73,13.37,23.37,HIGH,meal,replace_trolley_set
short_haul,128,standard,1.74,0.76,4.52,4.17,4.82,meal,34.98,34.29,0.69,HIGH,meal,top_up_before_arrival
short_haul,114,late_rotation,9.17,0.59,4.16,5.43,7.36,duty_free,30.46,26.86,3.6,LOW,duty_free,monitor_only
medium_haul,105,business_priority,4.38,0.42,1.29,6.28,4.55,duty_free,30.64,18.91,11.73,HIGH,duty_free,replace_trolley_set
long_haul,177,standard,5.16,0.65,6.76,7.06,9.31,duty_free,50.63,29.31,21.32,HIGH,duty_free,replace_trolley_set
short_haul,96,late_rotation,2.86,0.98,4.59,3.15,2.17,beverage,27.51,48.17,0.0,LOW,beverage,monitor_only
medium_haul,170,high_turnover,4.27,0.35,4.12,4.95,8.21,beverage,43.17,15.77,27.41,HIGH,beverage,replace_trolley_set
long_haul,113,standard,0.25,0.79,4.64,6.41,3.46,mixed_service,38.92,39.33,0.0,ELEVATED,long_haul_service,top_up_before_arrival
short_haul,212,late_rotation,4.32,0.46,4.72,9.48,7.11,mixed_service,41.43,11.63,29.8,HIGH,standard_service,replace_trolley_set
short_haul,202,standard,2.21,0.65,3.41,9.17,2.44,beverage,36.62,23.36,13.26,HIGH,beverage,replace_trolley_set
medium_haul,217,standard,2.21,0.5,1.78,6.79,5.41,mixed_service,39.62,18.73,20.89,HIGH,standard_service,replace_trolley_set
long_haul,119,high_turnover,6.77,0.73,8.27,8.19,8.42,beverage,49.61,26.09,23.52,HIGH,beverage,replace_trolley_set
short_haul,107,business_priority,6.07,0.4,5.14,8.7,1.14,beverage,31.1,15.37,15.72,HIGH,beverage,replace_trolley_set
medium_haul,136,standard,7.97,0.6,4.84,8.9,7.92,meal,44.67,20.98,23.69,HIGH,meal,replace_trolley_set
long_haul,94,late_rotation,0.23,0.88,2.12,5.53,9.19,wheelchair_kit,34.88,38.54,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,73,high_turnover,1.04,0.3,3.77,6.22,7.3,beverage,32.63,10.36,22.27,HIGH,beverage,replace_trolley_set
short_haul,89,business_priority,1.28,0.77,1.01,6.12,3.98,beverage,19.72,32.58,0.0,ELEVATED,beverage,top_up_before_arrival
short_haul,218,late_rotation,1.65,0.28,9.21,3.79,4.68,mixed_service,43.84,18.34,25.5,HIGH,standard_service,replace_trolley_set
medium_haul,102,late_rotation,0.84,0.94,7.58,1.81,7.57,duty_free,35.58,47.64,0.0,LOW,duty_free,monitor_only
long_haul,147,late_rotation,4.33,0.82,5.45,6.34,8.3,mixed_service,47.59,34.65,12.94,ELEVATED,long_haul_service,top_up_before_arrival
short_haul,181,late_rotation,2.32,0.88,8.16,9.31,2.69,mixed_service,35.87,26.62,9.25,ELEVATED,standard_service,top_up_before_arrival
medium_haul,194,high_turnover,0.72,0.98,8.23,3.71,9.01,duty_free,43.6,49.4,0.0,LOW,duty_free,monitor_only
medium_haul,130,business_priority,8.6,0.46,3.3,7.74,5.1,beverage,39.53,13.71,25.82,HIGH,beverage,replace_trolley_set
short_haul,104,high_turnover,7.32,0.8,8.6,7.37,8.51,duty_free,34.02,34.71,0.0,ELEVATED,duty_free,top_up_before_arrival
medium_haul,127,high_turnover,5.97,0.8,8.29,9.15,2.8,duty_free,31.8,30.6,1.2,ELEVATED,duty_free,top_up_before_arrival
short_haul,189,business_priority,7.2,0.99,6.45,3.45,3.72,mixed_service,40.24,51.69,0.0,LOW,premium_cabin,monitor_only
medium_haul,205,high_turnover,3.15,0.42,4.71,8.1,2.54,beverage,42.44,18.37,24.08,HIGH,beverage,replace_trolley_set
short_haul,155,late_rotation,8.46,0.38,2.14,3.04,9.39,duty_free,35.27,25.12,10.14,ELEVATED,duty_free,top_up_before_arrival
long_haul,138,late_rotation,3.38,0.73,4.35,8.35,7.49,meal,52.8,27.02,25.78,HIGH,meal,replace_trolley_set
medium_haul,82,business_priority,6.16,0.25,9.2,4.55,7.63,wheelchair_kit,34.43,19.0,15.44,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,85,high_turnover,5.11,0.63,8.12,6.27,4.32,duty_free,34.15,29.02,5.14,ELEVATED,duty_free,top_up_before_arrival
medium_haul,185,high_turnover,8.89,0.93,3.12,8.67,3.76,wheelchair_kit,36.23,38.74,0.0,LOW,wheelchair_kit,monitor_only
short_haul,74,late_rotation,6.84,0.96,4.13,9.2,2.66,duty_free,23.21,34.51,0.0,LOW,duty_free,monitor_only
short_haul,208,late_rotation,2.8,0.43,8.99,6.51,2.45,meal,42.69,13.51,29.19,HIGH,meal,replace_trolley_set
long_haul,145,high_turnover,1.26,0.97,4.4,7.37,5.11,mixed_service,40.66,36.44,4.22,ELEVATED,long_haul_service,top_up_before_arrival
short_haul,99,business_priority,1.7,0.53,9.17,1.68,1.87,beverage,34.47,30.74,3.74,ELEVATED,beverage,top_up_before_arrival
medium_haul,170,high_turnover,1.72,0.95,3.88,1.89,4.02,duty_free,32.85,51.4,0.0,LOW,duty_free,monitor_only
short_haul,159,high_turnover,5.8,0.93,1.29,8.62,1.66,duty_free,21.98,36.02,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,149,high_turnover,2.07,0.84,6.86,5.71,6.53,mixed_service,30.85,37.99,0.0,LOW,standard_service,monitor_only
short_haul,117,late_rotation,1.91,0.52,7.64,9.3,5.78,duty_free,31.69,8.13,23.56,HIGH,duty_free,replace_trolley_set
medium_haul,180,standard,3.25,0.66,5.37,7.46,5.97,duty_free,36.0,30.65,5.35,HIGH,duty_free,replace_trolley_set
short_haul,76,standard,4.6,0.59,8.83,5.96,1.39,wheelchair_kit,24.31,23.42,0.89,HIGH,wheelchair_kit,replace_trolley_set
short_haul,209,late_rotation,8.69,0.66,5.38,4.87,2.64,wheelchair_kit,33.26,29.41,3.84,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,77,high_turnover,2.83,0.61,5.74,2.33,4.34,mixed_service,40.76,38.0,2.75,LOW,long_haul_service,monitor_only
medium_haul,219,high_turnover,0.56,0.89,3.38,2.32,3.27,meal,42.21,49.45,0.0,LOW,meal,monitor_only
short_haul,129,standard,6.13,0.29,2.56,4.83,2.99,wheelchair_kit,24.22,20.19,4.04,HIGH,wheelchair_kit,top_up_before_arrival
short_haul,175,high_turnover,6.75,0.74,8.7,7.25,6.04,wheelchair_kit,36.46,35.5,0.96,LOW,wheelchair_kit,monitor_only
medium_haul,131,late_rotation,1.72,0.88,8.34,5.74,1.86,mixed_service,36.97,32.58,4.39,LOW,standard_service,monitor_only
medium_haul,196,standard,2.95,0.41,2.58,5.61,3.45,beverage,37.23,21.18,16.04,HIGH,beverage,replace_trolley_set
short_haul,97,business_priority,8.64,0.34,6.06,5.46,9.44,mixed_service,39.62,18.15,21.47,HIGH,premium_cabin,replace_trolley_set
short_haul,185,high_turnover,9.34,0.96,9.32,1.59,9.34,wheelchair_kit,40.12,50.11,0.0,LOW,wheelchair_kit,monitor_only
short_haul,146,business_priority,6.43,0.84,8.74,5.84,1.27,mixed_service,36.09,39.69,0.0,LOW,premium_cabin,monitor_only
medium_haul,180,high_turnover,3.15,0.76,3.38,7.09,3.34,duty_free,33.73,35.08,0.0,LOW,duty_free,monitor_only
short_haul,121,high_turnover,3.0,0.48,2.26,2.11,5.63,duty_free,24.09,26.57,0.0,ELEVATED,duty_free,top_up_before_arrival
long_haul,141,standard,6.37,0.63,5.87,1.82,6.99,duty_free,42.85,32.84,10.0,ELEVATED,duty_free,top_up_before_arrival
medium_haul,166,late_rotation,8.73,0.8,3.97,3.28,1.38,meal,43.62,40.86,2.76,ELEVATED,meal,monitor_only
medium_haul,86,business_priority,1.66,0.9,3.46,7.43,7.32,duty_free,26.35,34.86,0.0,LOW,duty_free,monitor_only
medium_haul,87,standard,8.08,0.28,8.91,4.46,7.43,duty_free,36.03,17.71,18.32,HIGH,duty_free,replace_trolley_set
short_haul,113,business_priority,2.71,0.95,1.14,8.72,3.62,meal,29.01,32.42,0.0,HIGH,meal,top_up_before_arrival
short_haul,106,standard,1.25,0.69,2.87,5.69,5.29,wheelchair_kit,20.51,31.98,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,199,high_turnover,6.56,0.4,6.3,3.91,2.88,duty_free,44.38,19.88,24.5,HIGH,duty_free,replace_trolley_set
medium_haul,217,high_turnover,6.96,0.97,2.65,3.77,4.3,meal,45.42,49.51,0.0,LOW,meal,monitor_only
medium_haul,190,standard,7.87,0.91,1.29,4.74,5.09,mixed_service,35.77,39.33,0.0,LOW,standard_service,monitor_only
long_haul,165,business_priority,2.27,0.81,2.15,3.47,3.15,wheelchair_kit,38.94,39.31,0.0,LOW,wheelchair_kit,monitor_only
medium_haul,219,standard,2.29,0.55,1.33,2.36,6.02,beverage,39.34,30.14,9.2,ELEVATED,beverage,top_up_before_arrival
medium_haul,149,high_turnover,4.15,0.81,5.6,5.64,5.18,duty_free,37.86,41.2,0.0,LOW,duty_free,monitor_only
short_haul,216,late_rotation,4.67,0.74,1.38,4.36,8.24,meal,41.06,34.72,6.34,ELEVATED,meal,top_up_before_arrival
short_haul,82,business_priority,6.76,0.95,3.59,4.98,1.87,duty_free,22.91,51.91,0.0,LOW,duty_free,monitor_only
short_haul,155,standard,3.81,0.95,6.15,3.74,7.51,meal,41.13,48.94,0.0,LOW,meal,monitor_only
long_haul,109,late_rotation,6.35,0.89,7.11,7.34,6.43,meal,48.16,34.67,13.49,ELEVATED,meal,top_up_before_arrival
medium_haul,77,business_priority,3.3,0.91,3.88,1.84,3.81,meal,36.91,48.92,0.0,LOW,meal,monitor_only
medium_haul,112,high_turnover,9.04,0.36,4.34,2.22,1.03,wheelchair_kit,28.06,24.23,3.83,LOW,wheelchair_kit,monitor_only
medium_haul,205,business_priority,4.6,0.93,5.04,2.99,7.7,duty_free,43.96,48.76,0.0,LOW,duty_free,monitor_only
long_haul,195,late_rotation,3.44,0.49,8.58,2.79,3.28,meal,54.41,20.96,33.45,HIGH,meal,replace_trolley_set
short_haul,152,high_turnover,4.36,0.92,4.58,5.17,3.83,meal,34.48,42.55,0.0,LOW,meal,monitor_only
long_haul,176,late_rotation,8.19,0.99,9.03,4.88,4.38,beverage,53.1,46.04,7.06,LOW,beverage,monitor_only
medium_haul,101,late_rotation,6.86,0.36,6.06,8.05,1.79,duty_free,29.27,3.67,25.6,HIGH,duty_free,replace_trolley_set
medium_haul,183,high_turnover,1.71,0.56,2.67,4.4,4.42,duty_free,34.69,30.35,4.34,ELEVATED,duty_free,monitor_only
short_haul,194,high_turnover,6.22,0.49,5.85,9.45,1.13,meal,38.21,10.63,27.59,HIGH,meal,replace_trolley_set
short_haul,187,business_priority,6.98,0.94,2.65,3.76,8.67,meal,45.35,45.27,0.08,LOW,meal,monitor_only
medium_haul,175,standard,2.05,0.28,4.37,4.23,4.23,duty_free,36.64,11.0,25.63,HIGH,duty_free,replace_trolley_set
medium_haul,132,standard,6.42,0.89,3.38,8.42,3.26,duty_free,31.83,39.6,0.0,ELEVATED,duty_free,top_up_before_arrival
medium_haul,90,late_rotation,9.07,0.85,7.22,5.73,9.38,beverage,41.91,37.93,3.97,ELEVATED,beverage,top_up_before_arrival
short_haul,109,high_turnover,2.09,0.44,6.2,9.24,8.45,beverage,37.44,17.64,19.8,HIGH,beverage,replace_trolley_set
short_haul,121,late_rotation,0.8,0.33,3.83,8.42,2.73,duty_free,20.31,-1.05,21.36,HIGH,duty_free,replace_trolley_set
medium_haul,139,standard,4.83,0.62,7.07,3.08,3.28,beverage,39.3,34.26,5.04,ELEVATED,beverage,top_up_before_arrival
short_haul,178,high_turnover,4.48,0.66,7.02,6.64,5.33,wheelchair_kit,29.86,30.8,0.0,LOW,wheelchair_kit,monitor_only
short_haul,206,late_rotation,9.34,0.68,6.26,5.39,6.64,meal,47.67,30.76,16.91,ELEVATED,meal,top_up_before_arrival
short_haul,142,high_turnover,9.11,0.63,8.92,7.99,5.44,wheelchair_kit,31.93,25.29,6.64,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,166,standard,1.78,0.59,8.23,3.17,6.21,beverage,36.18,35.76,0.42,LOW,beverage,monitor_only
short_haul,211,late_rotation,3.63,0.66,7.32,6.54,2.92,mixed_service,38.12,27.46,10.66,ELEVATED,standard_service,top_up_before_arrival
medium_haul,127,high_turnover,7.87,0.63,1.85,3.32,7.28,duty_free,31.82,36.81,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,140,high_turnover,6.5,0.75,7.65,2.59,5.39,duty_free,32.91,39.35,0.0,LOW,duty_free,monitor_only
long_haul,201,standard,6.11,0.71,3.7,2.76,1.14,mixed_service,45.83,38.19,7.64,LOW,long_haul_service,monitor_only
medium_haul,205,late_rotation,4.73,0.45,4.95,6.51,2.03,duty_free,34.86,14.44,20.42,HIGH,duty_free,replace_trolley_set
long_haul,134,high_turnover,5.61,0.53,5.12,7.73,6.88,meal,51.02,21.56,29.46,HIGH,meal,replace_trolley_set
short_haul,185,high_turnover,5.55,0.93,3.47,1.69,1.26,meal,35.4,48.12,0.0,LOW,meal,monitor_only
short_haul,79,business_priority,2.05,0.65,7.61,2.54,8.03,mixed_service,32.46,33.87,0.0,LOW,premium_cabin,monitor_only
short_haul,76,high_turnover,5.67,0.47,7.14,1.73,1.36,mixed_service,25.04,31.18,0.0,ELEVATED,standard_service,monitor_only
medium_haul,139,high_turnover,8.85,0.93,3.93,1.95,4.33,beverage,37.93,54.56,0.0,LOW,beverage,monitor_only
short_haul,158,standard,7.97,0.88,8.26,8.4,8.14,duty_free,33.58,34.36,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,130,high_turnover,0.62,0.51,9.4,8.21,2.61,beverage,32.97,19.85,13.12,HIGH,beverage,replace_trolley_set
long_haul,145,business_priority,8.37,0.52,6.58,7.64,3.15,duty_free,47.91,21.62,26.29,HIGH,duty_free,replace_trolley_set
short_haul,100,standard,6.62,0.7,7.2,4.06,9.16,beverage,36.21,34.97,1.24,ELEVATED,beverage,top_up_before_arrival
medium_haul,97,business_priority,6.13,0.75,1.47,2.58,7.08,meal,35.67,40.51,0.0,ELEVATED,meal,top_up_before_arrival
medium_haul,214,high_turnover,0.81,0.85,5.99,3.42,8.63,beverage,47.21,40.12,7.09,ELEVATED,beverage,top_up_before_arrival
short_haul,125,late_rotation,4.03,0.73,4.4,1.07,9.0,mixed_service,29.82,40.15,0.0,LOW,standard_service,monitor_only
short_haul,176,late_rotation,4.46,0.57,1.22,3.32,4.87,mixed_service,29.5,23.44,6.05,HIGH,standard_service,replace_trolley_set
medium_haul,206,standard,2.19,0.37,1.73,2.25,7.79,meal,45.15,20.92,24.23,HIGH,meal,replace_trolley_set
long_haul,100,late_rotation,2.55,0.81,3.12,3.63,2.9,meal,38.87,36.18,2.69,ELEVATED,meal,top_up_before_arrival
medium_haul,219,business_priority,8.1,0.52,7.88,5.89,3.36,wheelchair_kit,44.32,24.2,20.12,HIGH,wheelchair_kit,replace_trolley_set
short_haul,183,business_priority,3.09,0.5,5.82,8.57,7.38,mixed_service,39.87,11.59,28.28,HIGH,premium_cabin,replace_trolley_set
short_haul,196,late_rotation,8.63,0.39,3.94,2.9,3.62,duty_free,33.62,25.56,8.06,HIGH,duty_free,top_up_before_arrival
short_haul,115,late_rotation,3.79,0.57,1.29,4.47,6.31,mixed_service,22.04,25.92,0.0,LOW,standard_service,monitor_only
