passenger_load,arrival_delay,gate_congestion,malfunction_count,malfunction_severity,inventory_shortage,aircraft_type,route_class,assistance_request,refueling_required,weather_disturbance,maintenance_duration_proxy,catering_duration_proxy,cleaning_duration_proxy,boarding_duration_proxy,refueling_duration_proxy,dominant_bottleneck
93,41,1.53,1,4.48,1.02,B737-800,short_haul,False,False,2.35,18.07,13.5,15.7,15.58,15.02,Maintenance
191,55,1.13,2,6.34,0.07,E195-E2,short_haul,False,True,0.69,25.08,14.91,19.8,20.97,19.07,Maintenance
150,14,8.97,2,3.89,6.61,E195-E2,short_haul,True,True,3.63,21.49,22.39,19.52,24.83,21.05,Boarding
129,62,4.64,0,3.36,2.51,A320neo,short_haul,False,True,4.96,17.05,16.48,21.12,20.31,21.67,Refueling
160,37,7.88,2,3.79,1.89,A320neo,short_haul,False,True,2.91,22.32,16.24,22.02,22.88,19.18,Boarding
104,80,3.2,2,3.73,3.92,B737-800,medium_haul,False,True,3.49,22.24,20.19,24.26,20.26,21.92,Cleaning
177,9,3.68,2,1.1,8.09,A321,medium_haul,False,True,6.01,15.46,27.33,21.92,18.58,18.43,Catering
98,16,0.54,1,3.83,9.15,A321,medium_haul,False,True,5.84,16.99,23.01,15.16,14.17,21.08,Catering
87,70,6.54,1,4.15,4.52,A321,medium_haul,False,True,3.14,23.59,19.23,19.08,22.26,20.8,Maintenance
97,15,7.04,1,1.16,4.42,A321,short_haul,True,True,5.83,14.46,14.66,16.23,20.84,21.18,Refueling
120,3,2.67,2,4.64,2.74,E195-E2,short_haul,True,True,2.62,21.49,17.6,17.47,14.69,16.72,Maintenance
115,18,3.7,2,5.19,8.37,A320neo,short_haul,False,True,1.48,23.51,25.4,14.91,16.96,16.34,Catering
177,62,3.16,2,1.48,7.62,E195-E2,short_haul,False,True,6.49,17.86,22.6,21.1,20.66,25.02,Refueling
128,66,8.24,2,3.96,8.66,E195-E2,long_haul,False,True,0.75,20.67,28.93,23.87,23.15,21.87,Catering
70,68,5.38,1,2.34,5.18,A321,short_haul,False,True,3.72,17.57,19.93,19.9,19.12,19.49,Catering
87,11,5.82,2,1.75,5.99,E195-E2,short_haul,False,False,2.12,15.66,20.42,15.66,17.3,12.99,Catering
175,60,3.48,2,3.76,0.83,B737-800,medium_haul,False,True,3.98,23.09,17.09,22.02,22.1,23.26,Refueling
130,70,1.74,0,1.58,7.83,A321,short_haul,False,True,6.98,12.08,22.68,19.13,18.11,24.73,Refueling
153,38,5.21,0,4.84,3.51,A321,medium_haul,True,True,2.55,21.64,20.18,18.56,21.3,19.35,Maintenance
196,67,9.46,2,3.61,3.13,B737-800,short_haul,False,True,4.03,21.73,20.84,22.84,26.82,24.94,Boarding
149,24,0.58,1,3.0,1.58,A320neo,long_haul,False,True,3.22,16.11,18.58,18.19,17.71,18.33,Catering
98,10,3.98,1,4.48,7.94,A321,short_haul,True,True,1.84,20.23,23.61,16.86,18.56,17.9,Catering
217,50,9.08,2,3.12,6.74,B737-800,short_haul,False,True,4.31,22.38,25.32,25.84,25.94,26.56,Refueling
137,50,7.51,2,6.42,1.0,E195-E2,short_haul,False,True,2.12,28.82,14.35,17.66,22.04,23.32,Maintenance
167,30,1.46,1,1.06,9.36,B737-800,short_haul,False,True,4.64,12.13,27.91,18.31,16.66,21.76,Catering
103,78,3.48,1,2.95,8.74,B737-800,medium_haul,False,False,4.45,17.17,25.32,19.96,20.59,18.59,Catering
213,68,9.07,2,3.37,4.54,B737-800,medium_haul,False,True,7.55,25.0,22.51,29.2,27.93,27.6,Cleaning
102,32,8.8,0,2.59,0.44,E195-E2,short_haul,False,True,6.2,16.45,14.02,20.41,23.62,25.06,Refueling
105,71,3.88,1,4.16,7.13,E195-E2,long_haul,True,True,4.63,22.74,24.22,20.38,20.65,24.13,Catering
191,5,2.09,1,2.08,6.73,A321,short_haul,True,True,3.28,13.68,23.97,18.51,20.96,21.05,Catering
126,83,2.54,0,0.0,1.78,A321,long_haul,True,True,2.61,9.68,16.89,21.36,23.71,20.29,Boarding
76,11,5.07,0,0.22,2.49,B737-800,medium_haul,False,True,6.45,8.34,14.93,15.01,15.02,23.53,Refueling
98,21,5.5,1,4.56,2.86,E195-E2,medium_haul,False,True,0.39,21.62,17.22,16.36,19.81,16.87,Maintenance
107,45,6.1,1,5.78,2.42,B737-800,short_haul,False,True,7.38,27.58,14.94,16.56,18.22,26.42,Maintenance
199,49,8.05,2,1.13,6.37,A320neo,long_haul,False,True,3.25,15.25,26.37,23.6,23.24,23.19,Catering
98,74,4.41,2,4.9,3.24,E195-E2,medium_haul,False,True,7.69,25.85,18.43,19.21,21.85,27.71,Refueling
131,83,8.96,2,4.7,6.07,A320neo,short_haul,True,True,5.15,22.05,20.67,22.88,26.04,25.09,Boarding
79,29,8.44,3,4.33,9.56,E195-E2,long_haul,False,True,4.45,28.19,27.65,20.3,20.22,19.93,Maintenance
106,63,7.61,1,5.0,2.35,B737-800,short_haul,False,True,4.23,24.52,16.12,20.8,19.9,23.74,Maintenance
103,54,8.33,2,5.7,0.37,A320neo,short_haul,False,True,5.74,28.27,14.47,18.66,22.32,23.53,Maintenance
218,61,2.27,3,0.89,0.82,A320neo,long_haul,False,False,1.13,12.25,18.79,22.33,23.59,13.37,Boarding
124,67,7.62,2,2.76,5.19,E195-E2,short_haul,False,True,2.85,19.72,20.06,22.02,23.55,21.93,Boarding
202,59,8.29,3,3.99,0.41,A320neo,medium_haul,False,True,2.22,24.74,16.6,24.91,25.41,22.55,Boarding
91,38,3.51,2,3.8,4.38,B737-800,short_haul,False,True,4.9,22.13,18.98,18.94,17.19,22.36,Refueling
146,8,8.24,1,2.42,5.83,A321,short_haul,False,True,0.64,14.17,23.92,18.71,21.11,18.53,Catering
98,59,3.33,4,7.37,4.78,A320neo,medium_haul,False,True,1.05,30.92,18.6,20.98,17.52,16.59,Maintenance
76,81,7.45,3,5.77,7.31,E195-E2,medium_haul,True,False,7.19,28.98,24.9,22.67,24.64,20.9,Maintenance
133,4,5.93,0,3.99,0.24,A320neo,short_haul,False,True,3.1,18.44,14.47,16.03,19.93,18.6,Boarding
158,4,1.88,0,1.57,7.61,E195-E2,long_haul,False,True,7.94,12.98,24.19,17.88,20.62,18.32,Catering
219,64,4.57,0,0.5,6.92,B737-800,short_haul,True,False,6.23,10.97,26.73,21.89,25.8,22.3,Catering
142,51,3.31,0,1.92,8.42,A321,medium_haul,False,True,5.22,15.04,26.84,19.48,19.24,22.76,Catering
110,30,9.31,2,4.98,3.48,B737-800,medium_haul,False,True,3.5,23.55,18.55,20.87,20.11,25.36,Refueling
121,40,9.43,1,4.45,7.05,A320neo,medium_haul,False,True,5.14,23.5,25.22,20.71,22.85,24.71,Catering
188,40,1.78,1,1.14,1.36,E195-E2,short_haul,False,True,2.58,11.74,17.26,21.01,20.15,19.91,Cleaning
139,10,3.56,0,2.39,5.5,B737-800,short_haul,True,True,7.87,16.36,20.61,18.34,21.27,23.53,Refueling
100,73,5.73,1,0.78,1.96,A321,medium_haul,False,True,4.1,12.69,14.49,20.21,21.0,24.74,Refueling
177,47,3.01,0,3.25,9.08,A321,medium_haul,False,True,2.72,16.62,25.45,20.4,19.31,19.59,Catering
89,48,3.99,2,6.46,2.75,A320neo,short_haul,False,True,3.4,25.52,14.98,17.76,16.69,20.91,Maintenance
147,42,7.56,4,5.3,4.78,B737-800,short_haul,True,True,2.28,27.8,20.67,20.88,23.01,21.51,Maintenance
122,67,9.33,3,5.79,6.14,A320neo,long_haul,False,True,0.87,27.41,24.26,22.51,23.78,19.58,Maintenance
173,17,1.95,2,1.61,3.05,A320neo,long_haul,False,True,2.05,15.13,19.16,18.98,16.63,16.68,Catering
90,20,2.46,4,5.92,7.88,E195-E2,long_haul,False,True,5.97,30.97,24.62,17.66,18.96,21.29,Maintenance
144,15,0.65,0,1.23,8.27,B737-800,medium_haul,True,True,0.12,10.13,23.58,17.16,17.72,13.69,Catering
126,42,1.58,1,2.61,1.96,B737-800,short_haul,False,True,0.87,10.96,14.38,18.97,15.83,16.95,Cleaning
84,37,3.36,1,2.31,5.57,E195-E2,long_haul,False,True,2.05,16.06,23.22,15.17,19.29,17.29,Catering
96,26,2.28,2,3.36,8.63,E195-E2,short_haul,False,True,0.22,17.86,23.88,17.82,15.49,16.7,Catering
141,32,3.86,3,6.44,9.3,A321,long_haul,False,True,0.95,27.26,25.8,18.97,17.89,16.43,Maintenance
192,60,9.45,2,5.78,4.47,A320neo,medium_haul,False,True,6.63,27.72,22.62,24.59,27.63,25.62,Maintenance
119,9,1.94,2,2.79,2.01,E195-E2,long_haul,False,False,3.75,16.37,15.44,15.49,14.33,16.63,Refueling
175,70,4.18,1,1.85,3.04,E195-E2,medium_haul,False,True,3.47,14.05,19.59,22.49,19.83,21.91,Cleaning
208,11,7.75,3,6.09,0.39,E195-E2,long_haul,False,False,2.32,29.91,20.12,22.37,21.98,11.5,Maintenance
200,10,7.31,0,3.59,6.87,E195-E2,short_haul,False,True,4.38,17.77,22.77,18.62,22.8,19.37,Boarding
209,53,1.19,2,3.38,2.62,E195-E2,medium_haul,True,True,7.2,19.17,16.11,22.62,24.35,21.6,Boarding
151,78,4.39,1,6.2,8.98,E195-E2,short_haul,False,True,7.71,27.68,26.98,22.49,19.9,25.15,Maintenance
176,24,1.55,1,1.96,0.4,E195-E2,short_haul,False,True,3.33,15.68,14.79,20.15,16.07,19.08,Cleaning
164,33,4.66,2,5.27,3.19,E195-E2,short_haul,False,True,7.39,25.0,14.52,21.49,21.05,22.51,Maintenance
190,5,2.39,0,0.21,8.91,E195-E2,long_haul,False,True,4.15,10.75,28.89,19.92,20.55,17.32,Catering
216,58,6.12,1,4.81,2.09,A321,short_haul,False,True,2.14,22.64,17.11,23.08,24.09,20.82,Boarding
182,41,5.11,2,3.79,6.89,A321,short_haul,False,True,0.96,18.66,25.3,21.5,22.68,19.08,Catering
149,22,0.63,0,6.4,6.19,B737-800,long_haul,False,True,3.88,20.21,23.03,21.26,18.69,18.29,Catering
166,70,7.02,2,7.88,5.43,B737-800,medium_haul,False,True,6.47,32.22,22.29,23.27,24.41,27.06,Maintenance
111,12,3.2,1,4.34,9.45,B737-800,medium_haul,True,True,6.02,21.39,24.44,15.29,18.21,22.38,Catering
200,28,6.59,5,5.21,8.74,A320neo,short_haul,False,True,5.71,32.18,28.02,24.5,22.21,19.27,Maintenance
198,46,6.87,1,4.86,6.97,B737-800,short_haul,False,True,7.12,24.43,27.72,22.41,21.88,26.71,Catering
186,82,6.56,1,4.95,6.87,A320neo,short_haul,False,True,6.59,22.91,26.12,22.12,25.3,25.64,Catering
171,18,3.91,1,4.82,2.56,A321,short_haul,False,True,3.6,18.4,17.74,20.53,20.5,20.04,Cleaning
191,43,1.29,0,2.6,4.27,E195-E2,short_haul,False,True,0.34,10.3,18.13,19.44,18.61,17.7,Cleaning
189,38,7.18,0,1.35,1.27,A320neo,short_haul,True,True,6.83,16.16,16.71,24.36,24.08,27.18,Refueling
138,84,1.7,0,1.95,5.33,E195-E2,medium_haul,True,True,2.71,12.08,21.06,22.05,22.08,20.91,Boarding
95,15,8.95,1,3.66,0.07,A321,medium_haul,False,True,3.02,19.5,12.55,14.75,19.64,20.55,Refueling
174,17,9.17,1,1.6,1.49,A321,medium_haul,True,True,6.42,17.12,19.41,19.57,24.68,27.0,Refueling
121,0,4.08,2,4.29,3.4,B737-800,long_haul,False,True,1.85,21.29,20.57,19.66,19.01,17.77,Maintenance
196,51,6.15,3,7.16,5.15,E195-E2,short_haul,False,True,2.17,29.77,25.12,23.6,22.44,21.11,Maintenance
189,80,8.17,4,7.91,0.58,A321,medium_haul,False,False,6.14,35.76,16.96,25.9,25.84,21.53,Maintenance
174,69,9.18,1,3.95,7.31,B737-800,short_haul,False,False,4.37,21.59,25.72,21.95,25.7,17.47,Catering
145,4,6.69,1,3.71,6.09,A321,short_haul,False,False,0.15,14.47,21.53,18.79,19.61,9.44,Catering
191,56,5.23,3,4.28,4.57,E195-E2,medium_haul,False,False,6.7,26.64,21.6,22.14,21.43,17.9,Maintenance
85,45,7.04,1,3.3,3.03,A321,long_haul,False,False,0.38,20.18,18.74,20.57,19.33,14.58,Cleaning
78,60,5.98,1,4.28,6.22,E195-E2,short_haul,True,True,1.97,20.67,21.99,17.43,22.98,20.24,Boarding
206,13,5.82,6,6.53,6.69,E195-E2,short_haul,False,True,2.1,36.61,25.57,21.93,22.17,16.04,Maintenance
79,30,0.62,1,7.81,0.04,E195-E2,long_haul,False,False,3.22,27.11,11.6,18.54,16.06,13.1,Maintenance
194,7,3.81,1,4.7,6.9,E195-E2,long_haul,False,True,7.28,23.64,24.9,19.51,21.82,21.34,Catering
89,63,3.03,3,7.26,1.81,B737-800,short_haul,True,True,6.25,31.96,13.59,17.85,20.85,23.57,Maintenance
142,20,5.98,1,3.89,0.96,A321,short_haul,False,True,5.03,21.05,14.2,18.31,19.42,21.0,Maintenance
178,63,1.92,1,2.59,7.33,A321,short_haul,False,True,4.54,12.81,24.31,20.86,20.06,20.28,Catering
107,32,3.64,1,5.88,6.99,A321,medium_haul,False,True,2.31,22.27,22.37,16.43,17.27,20.0,Catering
81,1,6.26,1,4.71,2.76,B737-800,medium_haul,False,True,0.31,19.73,14.81,14.57,16.24,16.55,Maintenance
175,46,1.79,0,2.69,2.59,A320neo,short_haul,False,True,1.21,11.58,17.63,23.29,17.78,16.36,Cleaning
82,68,1.84,1,2.72,0.89,A320neo,short_haul,False,True,6.16,18.36,12.56,18.91,17.29,19.21,Refueling
159,53,7.99,0,3.53,3.22,A320neo,short_haul,False,True,2.49,18.58,19.78,20.73,22.11,23.06,Refueling
195,30,1.33,0,4.54,3.3,A320neo,short_haul,False,True,1.53,17.68,19.21,18.33,20.16,18.0,Boarding
98,39,1.72,0,0.0,7.02,E195-E2,medium_haul,False,False,6.62,10.45,23.26,16.31,17.1,16.07,Catering
117,83,3.65,0,0.87,0.99,A320neo,medium_haul,False,False,2.5,9.32,14.47,20.12,21.54,15.51,Boarding
190,65,5.39,1,6.63,6.37,A321,short_haul,False,True,3.47,25.16,23.17,22.87,24.12,22.68,Maintenance
156,59,4.32,2,4.58,2.91,A320neo,long_haul,False,True,7.15,26.77,18.41,23.61,20.98,20.1,Maintenance
103,77,6.72,1,4.88,0.24,A320neo,short_haul,False,False,0.85,23.4,15.06,21.95,20.34,14.87,Maintenance
104,76,5.23,3,3.22,9.41,A321,short_haul,True,True,5.59,21.27,23.91,20.17,23.17,25.54,Refueling
97,13,5.19,1,3.26,0.52,B737-800,short_haul,False,True,7.11,17.1,14.87,17.81,17.74,22.76,Refueling
158,83,6.68,0,3.96,7.78,A320neo,short_haul,False,True,6.35,16.63,22.76,21.97,23.43,26.37,Refueling
173,54,5.64,0,1.31,8.91,B737-800,short_haul,False,True,7.87,14.42,26.41,21.95,22.32,26.35,Catering
123,12,2.76,1,4.38,7.93,A320neo,long_haul,True,True,0.34,18.03,26.18,17.56,17.16,17.26,Catering
185,30,8.45,2,1.94,6.61,E195-E2,short_haul,False,False,4.15,16.03,25.48,24.65,22.61,16.81,Catering
130,23,6.89,1,5.89,9.27,A321,medium_haul,True,True,5.68,24.88,25.05,21.53,23.46,25.91,Refueling
92,11,7.08,3,4.29,8.46,E195-E2,long_haul,False,True,2.86,24.02,24.32,19.14,19.49,20.66,Catering
165,71,0.64,2,1.94,3.76,B737-800,short_haul,False,True,2.27,15.06,19.34,21.39,18.16,19.26,Cleaning
81,27,2.32,2,1.38,7.13,E195-E2,medium_haul,True,False,2.72,15.49,23.21,15.77,16.16,13.92,Catering
87,15,7.56,0,3.17,4.73,B737-800,short_haul,False,True,6.62,17.01,19.8,15.0,16.39,23.29,Refueling
104,72,7.4,1,2.33,7.62,A320neo,short_haul,False,True,6.34,16.02,23.25,20.57,22.81,26.32,Refueling
126,52,2.09,1,2.82,5.31,A321,medium_haul,False,True,4.97,18.11,20.95,19.16,16.88,20.64,Catering
189,34,4.93,3,5.13,6.84,E195-E2,short_haul,False,True,6.93,26.84,25.48,22.85,19.43,22.82,Maintenance
78,84,7.03,3,6.25,0.22,E195-E2,medium_haul,False,True,4.2,29.04,13.06,21.68,21.69,23.13,Maintenance
72,19,5.0,1,3.3,7.31,A321,short_haul,False,True,0.74,16.04,22.09,15.48,17.17,15.64,Catering
141,21,4.13,2,1.8,9.16,E195-E2,short_haul,False,False,7.72,15.5,26.74,17.64,18.28,18.56,Catering
168,55,1.03,2,1.45,3.61,A320neo,long_haul,False,True,1.48,11.73,19.73,21.68,20.28,19.6,Cleaning
74,57,4.15,3,6.22,7.91,A321,short_haul,False,True,7.54,30.17,22.28,19.2,18.92,26.08,Maintenance
181,13,6.51,3,5.14,7.04,A320neo,long_haul,False,True,1.75,24.5,26.22,22.62,20.54,20.1,Catering
96,22,4.87,2,5.62,1.92,B737-800,short_haul,False,True,4.3,27.5,13.96,16.45,16.8,22.35,Maintenance
73,54,0.83,1,3.11,7.32,A320neo,medium_haul,True,True,1.03,17.46,21.58,18.12,18.63,17.54,Catering
167,33,5.61,1,4.34,3.21,B737-800,medium_haul,True,True,4.67,24.08,20.18,18.69,22.97,22.59,Maintenance
172,46,8.36,0,1.24,5.09,A320neo,medium_haul,False,True,5.66,12.47,23.37,21.43,22.32,23.72,Refueling
183,9,7.69,1,2.76,7.0,B737-800,medium_haul,False,True,0.2,16.39,26.09,20.87,21.55,18.94,Catering
114,23,6.52,0,3.14,7.24,E195-E2,short_haul,False,True,1.17,15.15,23.55,18.63,20.12,18.1,Catering
141,44,6.7,1,2.32,0.88,B737-800,short_haul,False,True,4.26,18.85,15.28,21.1,21.81,25.19,Refueling
75,76,4.56,0,3.55,0.8,A321,long_haul,True,True,1.96,17.62,13.03,19.0,21.61,21.27,Boarding
193,18,1.6,1,3.36,5.54,E195-E2,short_haul,False,False,1.41,15.93,25.63,19.8,19.28,11.27,Catering
112,21,3.67,3,3.72,4.38,B737-800,long_haul,False,True,3.07,22.84,20.86,18.22,20.21,19.52,Maintenance
112,26,1.89,2,3.35,4.72,A320neo,long_haul,False,True,1.95,19.41,19.88,20.74,15.75,20.25,Cleaning
190,75,4.88,2,3.69,4.55,B737-800,medium_haul,False,True,3.61,21.67,23.29,29.26,22.56,22.05,Cleaning
184,28,1.65,3,6.9,3.57,B737-800,medium_haul,False,True,0.5,26.56,20.72,20.17,18.23,17.07,Maintenance
123,44,6.86,0,0.0,4.39,A321,long_haul,False,True,6.51,8.8,21.58,19.46,20.43,25.56,Refueling
176,26,1.02,0,2.02,0.94,A321,medium_haul,False,False,4.49,14.95,15.91,20.1,17.97,15.07,Cleaning
72,9,9.23,2,8.79,4.87,A320neo,long_haul,False,True,2.3,35.03,21.83,13.81,18.86,20.82,Maintenance
170,42,8.74,3,2.85,6.52,E195-E2,short_haul,False,True,3.7,22.36,25.12,27.06,22.36,23.15,Cleaning
92,29,0.79,2,4.99,7.42,A321,short_haul,True,True,3.78,25.28,21.4,14.21,14.35,19.47,Maintenance
175,56,7.8,0,1.72,8.92,B737-800,short_haul,False,True,7.73,15.13,26.63,24.08,24.37,27.42,Refueling
146,67,3.84,4,3.95,6.39,A320neo,short_haul,False,True,3.71,24.84,24.26,20.06,22.96,24.11,Maintenance
146,30,5.4,1,2.58,5.13,A320neo,short_haul,True,True,3.31,15.43,20.79,16.75,22.25,20.23,Boarding
79,0,1.55,1,6.35,6.18,E195-E2,short_haul,False,False,0.18,24.66,19.26,13.84,12.91,6.35,Maintenance
178,27,4.28,3,5.44,2.82,A320neo,short_haul,False,True,3.19,26.56,18.48,21.83,19.23,19.8,Maintenance
184,0,3.76,1,5.22,3.26,B737-800,medium_haul,False,True,6.13,24.07,20.01,16.44,18.91,22.18,Maintenance
107,18,2.65,2,0.62,5.86,E195-E2,short_haul,False,True,0.88,11.3,18.02,16.19,15.71,16.42,Catering
176,39,2.68,0,1.39,8.79,A320neo,short_haul,False,True,2.97,9.4,26.14,21.29,18.93,18.44,Catering
111,10,5.07,1,5.42,0.37,E195-E2,medium_haul,False,True,6.84,25.06,10.69,15.99,17.84,22.86,Maintenance
217,16,0.75,3,6.52,9.19,B737-800,medium_haul,True,True,1.47,27.39,27.25,20.44,20.63,16.34,Maintenance
173,5,6.97,2,9.8,3.74,A320neo,medium_haul,False,True,7.01,36.42,18.05,20.67,20.37,24.15,Maintenance
144,3,4.8,0,4.38,1.29,B737-800,short_haul,False,True,4.25,19.07,14.13,18.85,16.1,18.05,Maintenance
212,32,9.04,1,3.69,0.03,E195-E2,medium_haul,False,True,1.53,17.2,14.42,21.8,24.22,18.69,Boarding
93,62,7.37,4,5.77,7.51,E195-E2,medium_haul,True,True,6.25,30.22,21.77,18.72,23.54,28.55,Maintenance
139,5,5.77,2,6.81,2.81,A320neo,short_haul,True,True,3.2,27.64,16.87,17.04,18.93,18.04,Maintenance
125,11,5.21,2,3.45,9.28,A321,short_haul,False,True,5.17,22.69,24.66,19.53,18.66,21.68,Catering
209,46,4.93,1,1.95,3.65,E195-E2,short_haul,False,True,0.79,13.95,21.62,22.11,22.14,19.62,Boarding
108,28,3.95,1,2.27,1.98,E195-E2,medium_haul,False,True,2.91,14.27,15.98,18.16,17.63,19.94,Refueling
194,49,6.98,1,2.4,0.21,A320neo,long_haul,True,False,5.26,18.68,16.45,24.27,28.5,17.43,Boarding
114,6,5.47,2,4.05,7.16,A320neo,short_haul,False,False,2.47,22.1,21.73,16.95,17.7,11.31,Maintenance
216,71,2.65,2,3.02,8.18,B737-800,medium_haul,False,True,5.42,19.23,28.6,26.02,23.98,22.75,Catering
140,34,9.47,2,6.59,8.9,A321,long_haul,True,False,0.06,26.48,27.74,21.37,23.82,12.6,Catering
162,35,0.95,1,1.98,3.73,B737-800,medium_haul,False,False,3.2,13.58,18.34,19.07,16.23,11.23,Cleaning
163,56,6.11,0,3.86,0.99,A320neo,short_haul,False,True,6.85,19.8,14.3,20.4,23.26,24.48,Refueling
218,13,7.62,3,2.05,0.09,A320neo,short_haul,False,True,7.21,21.68,16.4,22.06,23.45,22.73,Boarding
140,26,0.57,1,3.77,7.55,A320neo,short_haul,False,True,2.46,16.2,22.42,16.49,15.83,13.46,Catering
99,16,8.32,2,4.69,1.97,E195-E2,long_haul,False,False,5.6,24.16,15.86,18.27,19.61,17.96,Maintenance
145,35,3.74,2,4.33,5.73,E195-E2,medium_haul,False,True,3.45,22.31,20.45,19.3,18.0,21.86,Maintenance
168,54,0.85,1,5.68,8.85,A321,medium_haul,True,False,1.18,21.88,24.12,22.8,21.46,14.71,Catering
151,12,8.94,0,1.63,3.37,B737-800,short_haul,False,True,3.64,11.7,19.46,20.05,23.0,19.73,Boarding
142,21,1.08,0,7.02,7.54,A320neo,long_haul,True,True,6.83,25.91,25.78,19.4,18.93,24.38,Maintenance
171,20,8.6,2,5.33,2.71,E195-E2,long_haul,False,True,4.88,27.0,18.62,22.76,21.84,21.74,Maintenance
213,1,6.49,0,1.65,0.46,E195-E2,medium_haul,False,True,5.14,14.07,18.64,21.5,22.65,21.0,Boarding
164,24,7.96,1,3.11,6.3,E195-E2,medium_haul,False,True,0.7,18.09,23.63,22.06,21.7,19.46,Catering
186,46,9.14,0,3.79,2.32,A321,short_haul,False,True,0.48,16.24,17.13,24.34,24.05,19.18,Cleaning
145,80,4.79,0,4.55,5.38,B737-800,medium_haul,True,True,1.76,19.43,22.95,24.23,24.71,19.18,Boarding
210,4,5.21,4,4.97,9.04,E195-E2,short_haul,True,True,4.56,26.65,28.05,20.9,24.17,18.51,Catering
210,61,3.95,1,4.17,3.52,E195-E2,medium_haul,False,True,4.2,17.73,20.83,24.14,22.44,20.47,Cleaning
83,11,3.19,0,1.04,2.52,B737-800,medium_haul,True,True,6.04,10.97,14.67,15.17,19.24,22.99,Refueling
96,20,2.18,1,2.74,3.68,E195-E2,medium_haul,False,True,1.05,14.26,17.52,17.5,15.22,18.22,Refueling
219,82,1.76,1,3.79,7.15,A321,short_haul,False,True,4.84,21.36,27.42,25.68,23.84,22.36,Catering
159,26,7.86,2,5.56,5.19,A321,medium_haul,True,True,3.17,24.59,21.86,21.77,24.56,23.17,Maintenance
104,44,2.24,2,4.83,1.18,B737-800,short_haul,False,True,7.91,26.3,12.56,18.0,17.23,26.97,Refueling
215,39,3.84,2,5.07,8.1,A320neo,long_haul,False,True,4.18,24.82,29.24,25.69,22.0,20.48,Catering
122,58,5.21,0,3.09,9.16,B737-800,medium_haul,False,True,5.35,17.24,26.61,21.36,20.93,24.57,Catering
155,80,8.28,3,5.8,3.74,B737-800,long_haul,True,True,7.36,31.33,22.08,24.08,28.35,27.15,Maintenance
205,59,1.87,2,5.71,1.5,E195-E2,short_haul,False,True,7.29,27.22,17.83,23.89,21.18,23.02,Maintenance
73,40,0.98,0,4.09,8.26,B737-800,short_haul,False,False,5.59,20.17,21.84,17.34,16.13,18.33,Catering
210,18,0.99,2,8.5,1.94,B737-800,long_haul,False,True,7.79,32.43,18.9,23.88,18.15,23.17,Maintenance
175,8,6.85,1,4.48,8.8,A321,short_haul,False,False,4.91,23.54,28.55,18.32,20.03,18.81,Catering
115,16,5.18,1,3.61,7.46,A320neo,medium_haul,False,True,3.27,20.28,23.11,18.18,16.52,19.11,Catering
211,69,7.94,1,3.05,5.4,E195-E2,medium_haul,False,True,3.7,17.93,25.04,26.59,25.88,22.53,Cleaning
185,69,3.31,0,3.51,5.35,B737-800,long_haul,True,True,5.63,17.6,23.26,28.42,23.45,21.4,Cleaning
177,46,2.86,5,5.7,8.09,B737-800,medium_haul,True,True,0.15,29.22,25.38,22.79,21.14,16.39,Maintenance
110,57,7.74,1,4.8,1.04,B737-800,short_haul,False,True,1.95,21.53,16.71,22.1,21.33,20.22,Cleaning
127,46,5.81,2,1.15,0.75,E195-E2,medium_haul,False,False,6.99,17.24,16.02,19.87,19.25,22.21,Refueling
150,52,1.16,0,1.97,2.57,A320neo,long_haul,True,False,5.24,14.92,19.02,21.02,19.17,14.6,Cleaning
170,66,1.23,0,4.35,4.78,A321,medium_haul,False,True,5.06,18.05,21.03,20.08,18.62,23.74,Refueling
215,21,2.4,3,3.2,1.96,A321,medium_haul,False,True,6.21,20.6,19.72,22.7,18.44,21.82,Cleaning
155,66,4.99,1,3.18,8.02,E195-E2,short_haul,False,True,2.13,17.85,24.78,21.35,23.3,18.98,Catering
213,10,0.94,2,3.49,5.3,A320neo,medium_haul,False,True,3.66,18.0,21.79,20.74,21.59,19.33,Catering
116,1,3.77,2,3.82,9.1,A321,long_haul,False,True,0.11,18.3,27.77,17.09,16.86,14.58,Catering
150,33,5.96,3,7.43,2.82,A321,medium_haul,False,True,7.25,32.33,16.78,18.19,19.53,26.86,Maintenance
125,50,2.81,0,1.86,9.14,A321,short_haul,False,True,6.01,14.41,27.31,17.7,19.37,23.25,Catering
205,24,0.84,1,1.85,3.37,A321,long_haul,False,False,7.19,16.05,21.91,21.8,17.08,19.49,Catering
95,74,0.97,0,1.76,7.56,A320neo,medium_haul,False,True,2.31,11.47,24.7,19.65,14.56,19.96,Catering
206,75,8.27,3,6.41,7.95,B737-800,short_haul,False,True,3.29,29.79,28.54,26.17,25.73,22.87,Maintenance
209,58,8.03,1,5.29,0.44,B737-800,medium_haul,False,True,3.03,25.25,17.12,26.64,25.52,23.16,Cleaning
79,50,4.23,1,3.37,1.2,E195-E2,medium_haul,False,False,0.92,17.27,15.65,19.57,16.3,11.04,Cleaning
109,79,1.89,0,4.23,7.19,A320neo,short_haul,False,False,4.96,17.69,22.55,23.73,18.46,15.69,Cleaning
217,22,6.74,1,3.78,2.33,B737-800,short_haul,True,True,5.3,19.09,19.1,23.59,24.83,22.85,Boarding
162,5,4.66,0,2.94,7.11,A320neo,long_haul,True,True,5.31,17.87,24.22,18.46,22.15,22.29,Catering
