aircraft_type,component_type,aircraft_age_cycles,flight_duration_hr,cabin_temperature,humidity,passenger_load,cycles_since_install,wear_index,malfunction_count,malfunction_severity,environmental_stress,weibull_hazard_proxy,failure_next_n_flights,remaining_flights_estimate,urgency_class
A321,lavatory_sensor,18117,2.13,28.73,53.1,92,1376,73.83,1,0.0,1.82,0.236,0,46,OK
A321,seat_power_unit,12430,2.25,25.61,56.6,103,470,47.34,3,4.94,4.37,0.0125,0,40,OK
E195-E2,galley_chiller,26416,2.68,24.47,25.7,112,1854,30.39,1,5.06,0.24,0.3125,0,19,PLAN
A320neo,seat_power_unit,20608,1.66,33.02,38.5,70,2660,53.37,3,5.73,3.24,0.5211,1,9,SOON
E195-E2,galley_chiller,29882,4.06,17.71,46.78,142,3990,46.7,3,8.17,1.84,0.9863,1,0,CRITICAL
A321,cabin_light_driver,24790,3.46,21.35,44.44,139,3193,22.67,3,5.9,1.36,0.3877,1,12,SOON
B737-800,ife_display,13157,5.01,21.66,33.51,117,3523,28.18,2,2.06,1.43,0.718,0,16,SOON
E195-E2,ife_display,12044,2.01,26.57,40.8,95,4048,77.47,0,4.11,2.98,0.969,1,0,CRITICAL
A320neo,galley_chiller,5291,1.68,19.08,20.58,210,2883,53.01,2,6.35,0.0,0.8172,1,0,CRITICAL
E195-E2,galley_chiller,20353,2.55,26.05,37.79,168,3523,74.67,1,3.19,2.98,0.987,1,0,CRITICAL
B737-800,lavatory_sensor,23940,1.57,25.32,21.94,138,1288,40.5,2,3.5,0.0,0.1282,1,36,OK
B737-800,cabin_light_driver,12788,5.25,26.25,43.59,174,2949,33.57,1,5.11,0.49,0.3919,1,16,SOON
A320neo,lavatory_sensor,3400,4.2,26.18,25.72,123,2600,17.7,0,3.15,1.52,0.3652,0,28,PLAN
A321,lavatory_sensor,26080,4.56,29.15,39.79,101,1883,65.42,2,6.22,3.2,0.3864,1,21,PLAN
B737-800,ife_display,9087,4.34,22.8,41.51,167,2653,55.39,2,4.58,0.0,0.5765,1,10,SOON
A321,seat_power_unit,19219,2.02,25.12,38.83,181,2972,40.66,4,1.42,2.42,0.5049,0,25,PLAN
A320neo,lavatory_sensor,4301,1.55,20.05,31.05,164,1722,33.73,2,4.35,0.0,0.2012,0,29,PLAN
A320neo,cabin_light_driver,4569,2.88,19.14,35.69,152,3463,68.28,2,3.53,1.14,0.6392,1,12,SOON
E195-E2,ife_display,28127,4.71,30.06,50.99,70,205,44.81,2,5.36,5.2,0.0022,1,32,PLAN
A320neo,seat_power_unit,21764,2.42,19.75,33.33,162,1369,45.0,1,4.46,1.32,0.1106,1,31,PLAN
B737-800,lavatory_sensor,2949,0.94,25.57,38.24,159,1540,37.19,1,2.01,2.18,0.1895,1,35,OK
E195-E2,cabin_light_driver,5638,3.94,25.12,31.88,129,3415,40.67,5,6.26,0.98,0.5213,1,13,SOON
A320neo,galley_chiller,16695,1.82,27.7,49.22,105,2112,57.9,4,6.92,3.67,0.6106,0,0,CRITICAL
A320neo,seat_power_unit,21986,3.4,16.37,38.86,211,3828,22.5,1,4.5,1.91,0.6023,0,7,SOON
B737-800,lavatory_sensor,14756,0.97,26.56,29.6,124,3898,49.45,0,4.91,1.21,0.8149,1,6,SOON
A320neo,galley_chiller,27411,3.24,22.77,38.08,109,1912,65.2,1,2.46,0.39,0.4636,0,26,PLAN
B737-800,lavatory_sensor,21207,2.71,20.6,35.35,172,2999,46.47,0,2.87,1.93,0.6042,1,17,PLAN
B737-800,lavatory_sensor,20122,4.95,22.0,53.32,139,1054,66.98,1,0.0,4.09,0.1361,1,50,OK
B737-800,galley_chiller,10970,4.22,27.15,37.51,150,496,72.13,3,7.53,3.88,0.0183,1,25,PLAN
A321,seat_power_unit,22030,1.07,25.92,22.79,164,2044,64.26,1,3.92,0.0,0.3,0,23,PLAN
B737-800,ife_display,27438,4.53,22.49,43.48,123,1277,38.33,2,4.1,2.89,0.1275,1,27,PLAN
B737-800,ife_display,4180,4.54,18.44,57.65,92,3012,47.36,1,3.52,2.14,0.7121,1,17,SOON
A320neo,cabin_light_driver,23508,3.95,18.73,51.17,94,2167,54.22,2,5.16,3.9,0.3283,0,27,PLAN
B737-800,galley_chiller,27608,5.17,26.01,25.87,206,607,39.54,1,6.22,0.4,0.0192,0,35,PLAN
E195-E2,galley_chiller,14990,4.59,17.89,35.04,143,1882,38.94,0,3.28,0.19,0.3538,1,30,PLAN
B737-800,cabin_light_driver,24398,1.91,22.53,37.66,130,1683,37.86,2,5.04,1.33,0.1577,1,27,PLAN
A321,lavatory_sensor,12896,2.66,33.72,37.8,116,80,93.78,3,5.57,4.63,0.003,0,39,OK
A320neo,lavatory_sensor,8239,2.51,24.84,42.19,174,2261,43.12,0,0.0,1.67,0.3891,1,39,OK
A320neo,cabin_light_driver,25808,3.22,25.97,34.21,202,3837,67.24,5,4.68,2.73,0.7445,1,0,CRITICAL
A320neo,lavatory_sensor,11573,5.29,18.76,27.93,181,3682,32.35,0,3.98,1.84,0.6915,1,2,CRITICAL
A320neo,cabin_light_driver,24149,3.73,18.09,48.47,147,3712,78.63,2,6.52,1.25,0.7327,1,0,CRITICAL
E195-E2,lavatory_sensor,11693,2.34,26.18,25.64,138,3671,41.19,1,6.2,2.86,0.7594,1,10,SOON
A320neo,ife_display,14051,5.23,21.87,29.18,195,3791,48.95,1,1.55,0.0,0.8475,0,7,SOON
B737-800,seat_power_unit,22119,4.12,27.69,25.57,194,454,15.01,2,6.1,1.4,0.0062,0,36,OK
A320neo,lavatory_sensor,12426,2.12,23.57,44.73,126,1791,68.1,1,5.61,4.13,0.3513,0,25,PLAN
A320neo,lavatory_sensor,25580,5.07,35.0,39.17,209,2262,72.0,2,5.04,5.88,0.5953,1,11,SOON
A321,cabin_light_driver,3896,2.48,21.11,47.72,189,3426,26.63,2,0.66,1.46,0.4592,0,23,PLAN
A320neo,lavatory_sensor,3129,3.27,24.56,29.36,192,1567,69.15,3,3.88,1.27,0.2571,1,26,PLAN
B737-800,ife_display,5104,3.1,19.82,24.22,78,2922,23.93,1,3.94,1.12,0.5248,0,17,SOON
E195-E2,ife_display,10026,5.15,27.53,33.12,88,3215,59.38,1,3.33,2.68,0.8144,0,13,SOON
E195-E2,seat_power_unit,4320,2.12,25.16,35.99,113,2127,42.82,4,1.5,2.85,0.2888,0,33,PLAN
A320neo,seat_power_unit,13536,2.43,19.56,40.3,180,1034,72.05,0,2.73,0.77,0.0771,0,42,OK
B737-800,seat_power_unit,3488,3.94,22.13,19.49,81,371,52.49,2,2.62,0.0,0.006,0,46,OK
A320neo,cabin_light_driver,24126,4.98,28.89,43.27,82,1857,64.77,0,4.26,2.76,0.2785,0,31,PLAN
E195-E2,lavatory_sensor,7111,1.43,28.41,28.16,74,738,70.28,2,5.16,1.63,0.0646,0,38,OK
A321,galley_chiller,30212,1.87,17.74,30.88,97,2662,42.76,3,6.39,0.96,0.7147,1,0,CRITICAL
A320neo,ife_display,26971,5.26,21.54,50.91,203,1022,47.48,0,2.54,1.3,0.0833,0,37,PLAN
A320neo,ife_display,22380,4.48,30.69,13.98,174,3602,28.0,2,4.34,2.54,0.7865,1,4,CRITICAL
A320neo,galley_chiller,25308,2.49,22.73,41.55,173,3679,42.6,1,4.2,2.21,0.9617,1,0,CRITICAL
A320neo,ife_display,24654,2.55,24.13,41.51,112,3438,82.69,0,4.84,0.58,0.8824,1,4,CRITICAL
E195-E2,galley_chiller,26645,3.06,27.51,28.99,160,2748,61.6,3,4.49,1.53,0.842,1,1,CRITICAL
B737-800,lavatory_sensor,18461,4.0,18.07,33.08,182,527,29.2,0,1.84,0.61,0.0178,1,42,OK
E195-E2,lavatory_sensor,20391,3.48,19.64,51.43,147,4031,77.37,3,6.58,2.1,0.9158,1,0,CRITICAL
A320neo,seat_power_unit,16026,4.47,22.11,59.59,194,326,55.0,2,5.78,2.69,0.0055,0,32,PLAN
B737-800,ife_display,20398,1.15,28.22,49.71,152,2348,62.95,3,5.69,4.56,0.597,1,12,SOON
A320neo,cabin_light_driver,13554,4.67,27.48,58.74,117,3309,56.83,0,6.04,4.95,0.6595,1,6,SOON
A321,cabin_light_driver,6294,1.17,26.28,30.4,162,402,55.56,1,7.51,1.01,0.0124,1,35,PLAN
A320neo,lavatory_sensor,29057,4.95,22.84,20.62,206,2067,12.04,3,7.07,0.86,0.2096,0,18,SOON
A320neo,lavatory_sensor,22510,1.1,27.92,37.42,189,1990,67.93,0,1.85,4.05,0.4342,0,30,PLAN
B737-800,seat_power_unit,22679,1.49,22.79,46.85,142,856,7.42,2,5.8,3.08,0.0228,0,34,OK
A320neo,cabin_light_driver,10696,1.73,25.71,17.6,156,511,66.29,3,5.05,0.86,0.0219,1,38,OK
A321,lavatory_sensor,24537,1.93,27.05,27.81,211,3736,49.79,1,2.74,1.8,0.7979,1,13,SOON
B737-800,cabin_light_driver,17442,2.75,30.19,29.03,178,3701,63.04,2,2.97,1.83,0.715,1,10,SOON
A320neo,cabin_light_driver,4961,3.92,23.17,41.92,142,438,50.85,0,3.68,1.29,0.0136,0,46,OK
E195-E2,galley_chiller,29723,5.01,21.95,40.5,110,1184,66.79,0,5.27,0.22,0.1514,0,36,OK
A321,seat_power_unit,30768,3.31,28.58,29.47,201,1644,48.29,0,5.68,3.55,0.1959,1,25,PLAN
B737-800,lavatory_sensor,27351,3.35,28.89,39.98,211,856,53.06,2,5.51,3.1,0.0781,0,29,PLAN
B737-800,ife_display,16194,2.37,21.23,25.41,80,328,55.29,1,4.78,0.48,0.0058,0,38,OK
B737-800,seat_power_unit,9376,4.58,18.98,33.31,74,2126,81.82,2,3.93,0.53,0.3651,0,29,PLAN
B737-800,galley_chiller,3110,1.41,28.28,24.09,86,1845,58.8,2,5.29,0.79,0.4385,1,24,PLAN
E195-E2,cabin_light_driver,23573,2.29,16.83,36.35,126,3320,24.3,2,1.61,1.93,0.4278,0,26,PLAN
B737-800,galley_chiller,27924,1.35,16.63,29.19,93,1257,37.85,0,4.82,1.26,0.1356,0,32,OK
A320neo,galley_chiller,5735,1.89,22.33,45.59,197,2121,58.76,4,6.78,2.75,0.5784,1,0,CRITICAL
A320neo,lavatory_sensor,22099,3.6,23.41,37.71,202,1328,70.68,3,8.3,0.0,0.1809,1,13,SOON
B737-800,lavatory_sensor,3554,1.48,18.76,35.51,96,214,35.0,5,5.88,2.42,0.0032,0,36,PLAN
A320neo,galley_chiller,24700,1.36,23.89,57.45,190,2999,88.32,3,7.59,2.58,0.9576,1,0,CRITICAL
A320neo,cabin_light_driver,3594,4.7,24.07,42.22,90,3061,51.16,1,2.9,2.41,0.5043,0,19,PLAN
A320neo,ife_display,30304,1.44,21.08,33.95,184,2742,55.57,3,7.9,0.0,0.6061,1,0,CRITICAL
A321,seat_power_unit,7600,3.7,31.13,31.58,122,197,25.43,0,5.81,3.98,0.0013,0,38,OK
A320neo,galley_chiller,14088,2.52,24.72,25.01,75,2873,68.08,1,6.39,0.73,0.8725,1,0,CRITICAL
B737-800,cabin_light_driver,22397,5.02,27.51,37.28,132,2501,39.98,0,3.31,2.45,0.3506,1,31,PLAN
B737-800,seat_power_unit,26664,4.15,17.18,41.38,189,1841,34.57,0,2.8,1.54,0.1842,0,33,PLAN
B737-800,seat_power_unit,13045,1.17,17.14,16.94,205,2552,42.29,1,3.08,0.0,0.361,1,22,PLAN
A320neo,lavatory_sensor,30447,5.02,24.84,23.0,87,507,72.89,4,3.65,0.0,0.027,0,35,OK
A321,ife_display,3249,2.8,30.42,32.32,191,902,56.38,1,4.59,2.26,0.0763,0,34,OK
B737-800,galley_chiller,16093,2.27,18.96,25.92,112,581,32.0,1,3.9,0.62,0.0149,0,41,OK
A321,ife_display,30662,3.99,23.57,38.48,137,1864,38.45,4,6.09,2.61,0.2846,0,18,SOON
B737-800,seat_power_unit,10529,4.2,18.06,40.0,85,3676,73.37,1,4.06,2.53,0.8013,1,10,SOON
A320neo,galley_chiller,17841,2.29,20.13,36.65,211,85,43.75,1,2.42,1.52,0.0002,0,52,OK
E195-E2,galley_chiller,15336,2.52,23.77,44.05,184,1862,58.09,2,6.81,1.36,0.4292,1,9,SOON
A320neo,ife_display,13907,1.62,21.03,31.57,163,1206,62.49,0,3.37,2.83,0.1456,1,42,OK
B737-800,lavatory_sensor,24450,3.63,17.78,37.5,175,3847,5.0,1,5.3,1.98,0.5391,1,4,CRITICAL
B737-800,cabin_light_driver,17431,5.3,17.69,26.96,196,2562,70.76,0,1.1,1.2,0.436,0,32,PLAN
A320neo,seat_power_unit,22930,2.82,16.0,41.13,90,956,32.66,1,2.37,0.41,0.0409,0,43,OK
B737-800,galley_chiller,17463,5.48,24.91,38.83,105,1208,41.51,1,3.64,2.02,0.1335,0,43,OK
A320neo,galley_chiller,30926,1.71,25.39,24.82,75,2406,75.71,2,5.34,0.0,0.7325,1,4,CRITICAL
B737-800,ife_display,16060,4.56,25.37,36.29,140,252,74.04,1,3.56,3.67,0.0043,1,52,OK
B737-800,ife_display,25249,5.17,19.36,37.58,141,331,56.87,1,6.21,0.62,0.0061,0,40,OK
A320neo,cabin_light_driver,20085,4.07,27.02,41.09,74,2784,61.11,0,5.06,2.18,0.4895,1,15,PLAN
A320neo,cabin_light_driver,25399,1.4,25.83,41.5,165,3301,65.6,2,2.98,1.73,0.6144,1,12,SOON
B737-800,lavatory_sensor,27774,2.4,23.03,30.07,71,3059,73.74,2,9.6,0.54,0.7028,1,0,CRITICAL
A320neo,seat_power_unit,9187,1.29,22.37,46.4,184,753,76.03,0,3.05,2.56,0.0426,0,46,OK
E195-E2,seat_power_unit,11308,3.67,20.4,43.75,172,3546,49.94,1,6.07,1.79,0.6778,1,3,CRITICAL
B737-800,cabin_light_driver,11304,5.49,23.77,30.03,188,968,34.73,1,3.24,0.91,0.052,0,40,OK
B737-800,cabin_light_driver,16532,2.62,29.47,25.43,87,3597,43.41,3,5.97,3.23,0.6282,1,9,CRITICAL
A320neo,galley_chiller,16670,1.65,27.55,30.87,196,1255,50.29,0,5.51,0.87,0.1623,0,30,PLAN
B737-800,seat_power_unit,2902,2.14,21.98,21.81,149,2065,47.04,2,1.59,0.99,0.2629,0,39,OK
E195-E2,lavatory_sensor,28050,3.53,25.15,40.29,195,3926,29.78,1,6.89,2.1,0.7365,1,0,CRITICAL
A320neo,ife_display,27046,3.52,18.59,51.02,170,1705,55.86,0,1.79,1.64,0.2823,1,36,OK
A320neo,cabin_light_driver,19749,1.96,25.92,53.64,165,2757,19.78,1,3.12,3.27,0.3323,0,35,PLAN
A320neo,ife_display,11426,4.35,19.68,26.02,74,2426,49.54,4,4.31,0.7,0.4878,0,20,PLAN
A321,lavatory_sensor,26109,1.3,25.76,46.65,170,362,50.69,1,2.73,0.27,0.0111,0,54,OK
B737-800,lavatory_sensor,10450,3.77,34.88,38.93,135,3262,50.07,3,3.91,6.73,0.7964,1,10,SOON
A321,seat_power_unit,11423,2.86,20.72,12.0,193,1507,63.32,2,2.15,0.75,0.1607,1,34,OK
B737-800,seat_power_unit,30930,1.49,34.69,34.34,169,1980,60.93,3,6.22,3.94,0.3457,0,20,SOON
A320neo,lavatory_sensor,28854,3.82,24.96,33.12,80,1290,88.01,2,4.51,0.75,0.2052,0,27,PLAN
A320neo,seat_power_unit,19279,4.0,20.0,51.32,199,4080,38.68,3,4.6,3.51,0.7775,1,5,CRITICAL
A320neo,galley_chiller,7572,2.92,19.82,28.42,79,2284,53.03,2,6.73,1.36,0.6092,1,4,CRITICAL
E195-E2,lavatory_sensor,6269,4.57,32.46,44.19,113,2635,51.87,2,7.48,5.3,0.6183,1,0,CRITICAL
B737-800,galley_chiller,29992,3.24,24.97,36.82,101,2172,51.03,1,1.54,2.07,0.5662,0,22,PLAN
A321,seat_power_unit,10287,2.21,20.74,22.1,211,1304,25.23,1,6.67,0.68,0.074,0,34,PLAN
B737-800,seat_power_unit,22017,5.29,22.19,31.93,92,2428,26.7,4,5.36,0.04,0.2738,1,19,PLAN
A320neo,ife_display,12760,5.24,24.72,54.85,192,3266,48.12,2,1.87,2.28,0.7833,1,10,SOON
A320neo,lavatory_sensor,16805,1.34,22.97,36.09,102,443,19.63,1,4.49,2.17,0.0113,1,41,OK
A320neo,lavatory_sensor,30606,5.25,24.38,47.96,164,669,41.98,3,4.64,2.8,0.0389,1,40,OK
E195-E2,cabin_light_driver,19521,4.47,30.09,47.36,83,724,36.34,1,5.3,4.54,0.0382,0,38,OK
B737-800,lavatory_sensor,14943,1.39,18.49,33.07,126,3840,42.64,3,5.11,0.49,0.7524,1,3,CRITICAL
B737-800,lavatory_sensor,14521,3.29,25.58,23.88,160,2389,68.38,2,4.94,1.93,0.5265,0,13,SOON
A320neo,galley_chiller,9289,1.06,22.71,25.33,173,1435,28.59,0,3.02,0.0,0.1601,0,34,OK
A320neo,galley_chiller,18493,3.61,21.0,53.97,196,863,63.66,0,1.95,3.8,0.0765,0,36,OK
B737-800,galley_chiller,18866,5.19,27.29,39.67,188,2827,37.72,3,6.79,2.08,0.7843,1,0,CRITICAL
A321,seat_power_unit,5479,2.59,17.15,18.93,145,2180,39.96,1,2.81,0.0,0.261,1,33,OK
E195-E2,cabin_light_driver,14214,3.24,16.0,47.17,113,2586,56.38,2,5.02,2.04,0.4107,0,21,PLAN
B737-800,galley_chiller,20983,1.95,23.9,18.34,107,2950,43.07,0,6.47,0.28,0.8039,1,7,CRITICAL
A321,ife_display,4349,3.39,22.45,28.91,213,447,31.94,1,3.46,0.88,0.0092,0,44,OK
B737-800,galley_chiller,30332,4.59,17.59,38.89,158,2804,41.34,0,5.06,0.27,0.7488,0,4,CRITICAL
E195-E2,seat_power_unit,27077,1.89,16.16,65.72,201,2975,16.02,3,4.79,3.63,0.4194,0,9,SOON
A321,cabin_light_driver,20760,3.45,30.72,46.98,132,1179,54.86,2,3.64,5.37,0.1258,0,39,OK
B737-800,galley_chiller,3242,2.53,24.85,32.69,140,1319,5.0,1,1.54,1.29,0.0893,1,45,OK
E195-E2,seat_power_unit,17407,4.34,23.08,38.31,189,2451,63.98,4,5.33,0.03,0.407,0,14,SOON
A320neo,galley_chiller,28137,4.13,31.78,48.12,174,1599,59.07,2,4.6,4.77,0.3804,1,20,SOON
E195-E2,seat_power_unit,3440,4.11,27.09,53.64,99,3820,76.83,5,4.38,2.57,0.8646,1,0,CRITICAL
A320neo,cabin_light_driver,25130,2.64,30.08,35.28,145,449,87.28,2,0.64,1.73,0.0226,1,52,OK
B737-800,seat_power_unit,26470,3.66,18.28,35.6,100,742,64.84,0,0.19,0.75,0.0342,0,48,OK
B737-800,galley_chiller,4938,3.89,18.13,28.87,180,3332,36.71,2,8.11,2.25,0.8988,1,0,CRITICAL
B737-800,galley_chiller,9296,4.03,25.47,45.32,74,2811,87.11,2,4.97,2.36,0.9169,1,0,CRITICAL
A321,seat_power_unit,23205,3.55,24.66,49.29,189,3535,26.51,4,2.81,2.15,0.5756,1,9,SOON
B737-800,seat_power_unit,28507,4.89,28.0,16.67,204,156,13.75,2,3.22,2.1,0.0005,0,37,PLAN
A320neo,ife_display,24540,2.04,16.48,33.64,73,602,81.34,0,3.22,1.66,0.0332,0,40,OK
A320neo,galley_chiller,17623,1.16,25.81,24.65,161,3440,58.83,2,5.71,0.0,0.9534,1,0,CRITICAL
A320neo,seat_power_unit,19785,5.33,26.96,39.66,81,3342,14.24,1,3.33,4.29,0.4851,1,16,PLAN
B737-800,galley_chiller,17596,1.18,26.74,24.38,122,3396,23.6,5,9.8,1.69,0.8674,1,0,CRITICAL
A321,galley_chiller,19090,5.05,21.37,23.48,118,3687,57.92,3,9.17,1.25,0.977,0,0,CRITICAL
A320neo,ife_display,24529,3.72,25.07,50.36,145,991,32.34,0,3.89,2.09,0.0668,0,33,OK
E195-E2,cabin_light_driver,4201,5.13,19.9,36.18,203,453,34.93,0,2.54,0.0,0.0112,0,53,OK
A321,galley_chiller,8708,3.5,21.83,37.34,136,1257,83.4,1,5.04,1.25,0.2101,1,34,PLAN
A321,lavatory_sensor,4477,4.68,18.83,42.75,127,4089,86.67,4,3.01,0.72,0.9192,1,3,CRITICAL
A321,lavatory_sensor,25256,4.22,19.97,48.68,83,2147,50.64,0,5.0,3.17,0.4038,0,27,PLAN
A320neo,seat_power_unit,23309,3.32,22.04,33.4,198,78,45.29,2,4.61,0.0,0.0007,1,41,OK
B737-800,ife_display,4297,2.57,21.04,33.64,115,3063,64.24,2,2.13,1.13,0.7531,1,9,SOON
A321,ife_display,5776,0.91,19.96,33.69,137,3463,37.89,0,2.15,1.65,0.7566,1,14,SOON
A320neo,ife_display,10268,2.05,17.8,49.9,83,554,7.85,4,6.43,2.58,0.0109,0,38,OK
E195-E2,seat_power_unit,9620,5.28,30.84,37.25,111,2315,5.0,0,0.2,3.43,0.212,0,45,OK
B737-800,ife_display,17446,2.17,21.0,34.8,150,3069,46.68,3,3.24,0.0,0.6678,1,7,SOON
B737-800,seat_power_unit,16867,4.36,24.32,42.3,200,3927,63.87,1,2.91,0.45,0.7944,0,13,CRITICAL
E195-E2,cabin_light_driver,12886,3.24,16.0,58.14,117,2512,48.29,1,5.51,2.06,0.3828,1,17,PLAN
E195-E2,ife_display,7429,2.32,28.43,38.82,151,1425,62.58,2,7.39,1.83,0.2152,0,12,SOON
A320neo,seat_power_unit,21112,5.46,23.67,35.04,196,3736,64.38,0,3.88,1.13,0.7659,1,10,CRITICAL
B737-800,ife_display,25073,1.12,21.22,59.37,122,1517,72.95,2,0.0,2.14,0.2716,1,44,OK
B737-800,cabin_light_driver,20856,3.58,21.26,52.63,112,2618,51.35,3,2.84,1.21,0.3997,0,26,PLAN
A320neo,lavatory_sensor,25568,3.02,26.48,51.03,76,3455,52.97,1,9.8,1.91,0.7643,1,0,CRITICAL
A320neo,galley_chiller,28573,1.25,16.0,32.49,201,2202,47.34,2,5.18,0.0,0.5267,1,6,SOON
A320neo,cabin_light_driver,26548,1.88,19.7,31.4,86,2931,43.35,3,0.16,0.91,0.4227,1,22,PLAN
B737-800,seat_power_unit,21173,4.09,22.52,17.82,101,3460,19.7,0,7.47,0.0,0.4729,0,8,SOON
B737-800,galley_chiller,4197,1.4,22.48,48.61,90,2486,69.1,1,1.95,2.13,0.7728,1,9,SOON
B737-800,seat_power_unit,12234,4.58,33.02,38.85,172,1757,41.09,2,5.33,4.73,0.2266,1,22,PLAN
A320neo,cabin_light_driver,14866,3.78,21.65,18.19,122,2663,40.06,2,2.24,0.0,0.3413,0,28,PLAN
A320neo,lavatory_sensor,22892,1.36,26.96,51.22,172,1680,38.25,2,8.26,3.96,0.2505,0,10,SOON
A321,ife_display,26683,2.22,30.25,34.29,158,2817,23.87,3,2.3,2.14,0.5433,0,15,SOON
A321,lavatory_sensor,20857,1.53,25.68,35.65,72,389,46.46,0,2.15,2.45,0.0133,1,52,OK
E195-E2,galley_chiller,13042,4.57,20.3,21.36,114,253,57.3,1,6.24,0.64,0.002,0,40,OK
E195-E2,seat_power_unit,25013,3.35,17.86,43.41,70,1978,35.3,3,3.85,1.58,0.2158,1,26,PLAN
E195-E2,cabin_light_driver,22422,0.91,25.98,43.52,79,535,66.68,1,4.63,1.77,0.0251,0,33,OK
E195-E2,cabin_light_driver,25304,3.4,29.58,37.47,138,3012,41.37,0,4.7,3.47,0.4947,1,12,SOON
E195-E2,seat_power_unit,19416,3.12,25.18,33.4,108,792,20.41,2,4.62,1.94,0.0239,0,36,OK
A321,seat_power_unit,21037,3.86,27.93,66.89,82,2078,72.73,1,1.75,3.52,0.4105,0,36,PLAN
A320neo,ife_display,12591,1.06,33.37,24.76,129,774,51.57,0,1.78,4.54,0.0571,0,44,OK
A320neo,seat_power_unit,14075,1.06,26.35,30.06,135,3784,63.54,2,3.61,3.31,0.8137,1,0,CRITICAL
A321,lavatory_sensor,10594,2.51,18.6,45.79,213,3465,63.96,3,5.91,1.86,0.7824,1,3,CRITICAL
A320neo,cabin_light_driver,10043,4.07,23.2,26.84,165,66,30.97,1,5.21,1.83,0.0016,0,41,OK
A320neo,galley_chiller,21207,3.97,28.48,26.03,126,1653,38.61,3,5.82,2.69,0.3025,1,26,SOON
E195-E2,galley_chiller,13619,2.18,22.0,50.45,138,3866,66.62,1,5.61,2.47,0.9939,1,0,CRITICAL
A320neo,cabin_light_driver,6568,1.89,29.02,44.66,82,2037,81.03,2,1.44,3.07,0.3705,0,34,PLAN
E195-E2,galley_chiller,3788,4.04,22.73,43.33,126,3470,49.14,3,5.99,1.45,0.9454,1,0,CRITICAL
B737-800,galley_chiller,27055,1.02,24.34,40.0,154,421,36.71,0,3.68,0.78,0.0066,0,39,OK
B737-800,seat_power_unit,15076,3.46,21.6,30.39,73,1793,78.28,2,5.19,1.74,0.2692,1,22,PLAN
B737-800,cabin_light_driver,19055,2.85,23.64,35.22,203,3577,36.72,1,5.1,0.54,0.5217,1,8,SOON
A320neo,cabin_light_driver,28316,2.0,23.85,37.13,144,846,53.92,2,2.41,2.93,0.0549,1,40,OK
B737-800,seat_power_unit,5944,3.29,16.57,47.31,184,101,40.3,0,3.0,2.42,0.0008,0,48,OK
A320neo,cabin_light_driver,29234,1.9,21.23,42.68,109,3026,52.84,1,6.15,2.07,0.4978,1,14,SOON
E195-E2,seat_power_unit,22639,3.5,18.07,27.79,191,396,30.98,3,5.4,0.0,0.0053,1,40,PLAN
A320neo,seat_power_unit,20852,1.59,21.37,46.68,123,1275,41.26,2,4.12,2.58,0.096,0,37,OK
A320neo,galley_chiller,14957,2.77,19.82,19.54,204,3340,36.71,0,1.61,0.0,0.8767,0,11,SOON
B737-800,ife_display,22715,3.25,27.05,34.48,145,3662,59.92,3,5.83,1.79,0.8913,1,0,CRITICAL
B737-800,cabin_light_driver,8555,1.05,27.09,25.44,162,587,50.94,1,1.25,1.12,0.0253,1,49,OK
A321,lavatory_sensor,11320,3.71,25.24,28.57,99,2067,63.84,1,3.43,0.11,0.3849,0,32,PLAN
B737-800,seat_power_unit,29902,4.35,17.93,59.19,214,3265,33.14,1,2.87,2.82,0.5701,1,14,SOON
A320neo,ife_display,10577,5.3,22.61,21.82,97,1641,44.25,2,5.01,0.17,0.2132,0,24,PLAN
B737-800,cabin_light_driver,23094,1.83,17.61,28.99,74,1475,59.25,1,2.67,0.0,0.1484,0,38,OK
A320neo,lavatory_sensor,29034,1.86,22.41,43.61,133,2254,63.46,1,3.16,2.24,0.4631,1,24,PLAN
A320neo,galley_chiller,19522,2.3,25.59,32.83,191,3195,21.98,4,4.36,3.56,0.8262,1,0,CRITICAL
A320neo,seat_power_unit,11194,5.0,26.97,39.71,203,222,53.72,4,4.95,1.33,0.0021,0,41,OK
A320neo,ife_display,26738,2.77,24.89,53.73,194,263,33.36,2,4.69,2.68,0.003,0,44,OK
A320neo,ife_display,26099,2.29,28.03,45.2,150,490,64.37,1,3.12,4.87,0.021,0,50,OK
A321,galley_chiller,18137,4.31,24.04,32.84,202,1438,81.49,1,3.79,0.37,0.2781,1,26,PLAN
A320neo,seat_power_unit,6040,1.07,22.07,36.53,141,1183,5.0,3,5.15,1.7,0.0419,1,36,PLAN
A320neo,seat_power_unit,15249,3.42,26.49,43.84,139,2004,36.19,0,5.0,3.07,0.2443,0,26,PLAN
A321,ife_display,14972,2.97,26.63,44.98,96,1275,52.75,3,6.19,3.43,0.1586,1,28,PLAN
A320neo,cabin_light_driver,8142,3.77,20.9,38.23,184,2587,47.93,1,1.42,3.06,0.3904,0,35,PLAN
B737-800,ife_display,14139,4.26,24.52,41.97,115,1359,64.91,2,5.68,0.24,0.1767,1,32,PLAN
E195-E2,ife_display,7125,2.39,21.82,41.98,98,3438,49.42,3,7.31,1.84,0.8019,1,0,CRITICAL
A321,cabin_light_driver,22330,3.83,16.0,36.99,123,1311,38.46,2,5.57,0.88,0.0979,0,28,PLAN
