id,flight_number,aircraft_type,route,route_class,eta,gate,passenger_load,arrival_delay,gate_congestion,assistance_request,assistance_equipment_confirmed,assistance_localization_status,inventory_shortage_score,trolley_availability,service_profile,catering_complexity,turnaround_pressure,item_criticality,inventory_category,malfunction_count,malfunction_severity,component_type,aircraft_age_cycles,flight_duration_hr,cabin_temperature,humidity,cycles_since_install,wear_index,environmental_stress,weather_disturbance,refueling_required,cabin_report_notes,reported_components,regime,arrival_delay_regime,gate_congestion_regime,malfunction_count_regime,malfunction_severity_regime,inventory_shortage_regime,trolley_availability_regime,passenger_load_regime,assistance_readiness_regime,weather_regime
jatm-0412-congestion-delay-heavy,JATM-0412,A320neo,CGN -> PMI,short_haul,17:57,D16,145,34,6.69,False,False,Pending gate coordination,5.55,0.51,business_priority,4.82,8.72,4.1,meal,0,2.14,seat_power_unit,16686,1.96,22.96,27.23,789,45.31,4.07,3.86,False,['Controlled synthetic congestion delay heavy evaluation case.'],"['seat power unit', 'meal']",congestion_delay_heavy,high,medium,low,low,medium,medium,medium,not_required,medium
jatm-0413-assistance-readiness,JATM-0413,A321,VIE -> MUC,short_haul,18:04,A17,102,2,3.29,True,False,Pending gate coordination,0.81,0.73,standard,3.84,5.23,4.49,wheelchair_kit,1,2.2,seat_power_unit,16904,1.66,22.17,49.34,1112,32.7,2.69,2.18,True,['Controlled synthetic assistance readiness evaluation case.'],"['seat power unit', 'wheelchair kit']",assistance_readiness,low,low,low,low,low,high,low,unconfirmed,medium
jatm-0414-composite-multi-risk,JATM-0414,A321,ZRH -> HAM,short_haul,19:11,B18,206,56,8.21,False,False,Pending gate coordination,7.6,0.46,business_priority,5.91,7.59,6.07,wheelchair_kit,4,7.04,ife_display,21359,1.97,26.18,38.88,2199,82.16,9.37,7.64,True,['Controlled synthetic composite multi risk evaluation case.'],"['ife display', 'wheelchair kit']",composite_multi_risk,high,high,high,high,high,medium,high,not_required,high
jatm-0415-low-risk-routine,JATM-0415,E195-E2,DUB -> BER,medium_haul,20:18,C19,138,6,1.63,False,False,Pending gate coordination,2.73,0.81,business_priority,3.21,3.52,2.37,meal,1,0.58,ife_display,16820,2.35,22.38,40.02,312,18.1,1.08,0.97,False,['Controlled synthetic low risk routine evaluation case.'],"['ife display', 'meal']",low_risk_routine,low,low,low,low,low,high,medium,not_required,low
jatm-0416-maintenance-heavy,JATM-0416,B737-800,MAD -> FRA,short_haul,21:25,D20,106,21,4.9,False,False,Pending gate coordination,5.3,0.6,standard,5.23,5.7,5.8,wheelchair_kit,7,6.44,seat_power_unit,8474,0.99,32.4,64.34,2994,87.41,6.85,3.38,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'wheelchair kit']",maintenance_heavy,medium,medium,high,medium,medium,medium,low,not_required,medium
jatm-0417-inventory-heavy,JATM-0417,B737-800,MUC -> LHR,short_haul,14:32,A21,213,16,5.13,False,False,Pending gate coordination,7.75,0.31,high_turnover,9.07,6.06,6.05,mixed_service,0,2.72,cabin_light_driver,18625,1.57,22.07,22.84,1405,48.97,1.53,0.89,False,['Controlled synthetic inventory heavy evaluation case.'],"['cabin light driver', 'mixed service']",inventory_heavy,medium,medium,low,low,high,low,high,not_required,low
jatm-0418-congestion-delay-heavy,JATM-0418,A321,OSL -> BER,long_haul,15:39,B22,173,53,9.23,True,True,Pending gate coordination,3.59,0.66,business_priority,2.15,7.26,2.34,wheelchair_kit,0,4.01,ife_display,14758,1.05,22.4,38.95,2182,24.1,1.6,7.4,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['ife display', 'wheelchair kit']",congestion_delay_heavy,high,high,low,medium,medium,medium,medium,confirmed,high
jatm-0419-assistance-readiness,JATM-0419,E195-E2,AMS -> VIE,short_haul,16:46,C01,172,12,3.18,True,False,Pending gate coordination,2.03,0.79,standard,2.04,5.2,5.42,wheelchair_kit,0,2.25,lavatory_sensor,20609,1.0,25.58,44.2,1228,28.03,4.08,3.33,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,medium,low,low,low,low,high,medium,unconfirmed,medium
jatm-0420-composite-multi-risk,JATM-0420,E195-E2,CPH -> MUC,short_haul,17:53,D02,165,24,6.6,False,False,Pending gate coordination,6.76,0.54,high_turnover,8.32,8.06,7.72,meal,3,5.91,seat_power_unit,15039,2.87,25.08,47.03,3049,79.9,7.95,6.68,True,['Controlled synthetic composite multi risk evaluation case.'],"['seat power unit', 'meal']",composite_multi_risk,high,medium,medium,medium,high,medium,medium,not_required,high
jatm-0421-low-risk-routine,JATM-0421,E195-E2,FRA -> BCN,short_haul,18:00,A03,91,2,3.1,False,False,Pending gate coordination,0.32,0.94,standard,2.36,3.27,2.61,mixed_service,0,1.94,cabin_light_driver,20973,1.24,21.41,25.7,353,16.64,1.27,0.58,True,['Controlled synthetic low risk routine evaluation case.'],"['cabin light driver', 'mixed service']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0422-maintenance-heavy,JATM-0422,A321,CGN -> PMI,short_haul,19:07,B04,122,7,5.07,False,False,Pending gate coordination,1.77,0.72,high_turnover,3.42,5.74,5.07,duty_free,4,9.31,ife_display,14490,2.73,29.22,57.24,2721,89.1,9.79,1.26,True,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'duty free']",maintenance_heavy,low,medium,high,high,low,high,low,not_required,low
jatm-0423-inventory-heavy,JATM-0423,B737-800,VIE -> MUC,short_haul,20:14,C05,167,18,3.71,True,False,Pending gate coordination,9.23,0.22,business_priority,6.9,6.89,9.32,meal,0,0.8,galley_chiller,19398,3.18,24.76,26.32,804,39.15,5.29,2.24,True,['Controlled synthetic inventory heavy evaluation case.'],"['galley chiller', 'meal']",inventory_heavy,medium,low,low,low,high,low,medium,unconfirmed,medium
jatm-0424-congestion-delay-heavy,JATM-0424,A320neo,ZRH -> HAM,medium_haul,21:21,D06,214,32,7.1,False,False,Pending gate coordination,6.35,0.72,standard,2.34,8.23,4.28,wheelchair_kit,0,1.12,cabin_light_driver,15200,0.81,23.48,34.16,626,46.79,4.77,4.06,False,['Controlled synthetic congestion delay heavy evaluation case.'],"['cabin light driver', 'wheelchair kit']",congestion_delay_heavy,high,high,low,low,medium,high,high,not_required,medium
jatm-0425-assistance-readiness,JATM-0425,E195-E2,DUB -> BER,long_haul,14:28,A07,103,17,3.18,True,False,Pending gate coordination,3.02,0.7,standard,2.3,3.78,3.3,wheelchair_kit,0,2.71,cabin_light_driver,16883,1.6,23.24,37.23,395,47.05,4.49,1.47,False,['Controlled synthetic assistance readiness evaluation case.'],"['cabin light driver', 'wheelchair kit']",assistance_readiness,medium,low,low,low,low,medium,low,unconfirmed,low
jatm-0426-composite-multi-risk,JATM-0426,B737-800,MAD -> FRA,medium_haul,15:35,B08,183,60,7.97,True,True,Pending gate coordination,6.91,0.5,business_priority,7.09,8.19,7.49,meal,5,5.29,galley_chiller,8992,1.38,25.78,42.18,2564,67.36,5.57,4.02,True,['Controlled synthetic composite multi risk evaluation case.'],"['galley chiller', 'meal']",composite_multi_risk,high,high,high,medium,high,medium,high,confirmed,medium
jatm-0427-low-risk-routine,JATM-0427,A321,MUC -> LHR,medium_haul,16:42,C09,132,1,1.24,False,False,Pending gate coordination,1.5,0.82,late_rotation,3.25,2.38,2.15,wheelchair_kit,1,1.71,lavatory_sensor,8604,2.65,20.61,39.5,748,17.31,2.41,0.69,True,['Controlled synthetic low risk routine evaluation case.'],"['lavatory sensor', 'wheelchair kit']",low_risk_routine,low,low,low,low,low,high,medium,not_required,low
jatm-0428-maintenance-heavy,JATM-0428,E195-E2,OSL -> BER,long_haul,17:49,D10,166,11,4.46,False,False,Pending gate coordination,4.03,0.86,late_rotation,3.02,5.27,5.68,wheelchair_kit,6,7.82,galley_chiller,9482,3.11,33.9,61.05,4064,69.96,7.45,1.27,True,['Controlled synthetic maintenance heavy evaluation case.'],"['galley chiller', 'wheelchair kit']",maintenance_heavy,medium,medium,high,high,medium,high,medium,not_required,low
jatm-0429-inventory-heavy,JATM-0429,A321,AMS -> VIE,medium_haul,18:56,A11,203,6,4.78,False,False,Pending gate coordination,6.71,0.38,business_priority,9.69,6.75,7.11,mixed_service,1,3.06,lavatory_sensor,17993,1.18,20.36,32.01,1100,23.92,4.95,1.08,True,['Controlled synthetic inventory heavy evaluation case.'],"['lavatory sensor', 'mixed service']",inventory_heavy,low,medium,low,low,high,low,high,not_required,low
jatm-0430-congestion-delay-heavy,JATM-0430,A320neo,CPH -> MUC,medium_haul,19:03,B12,159,43,8.17,False,False,Pending gate coordination,5.12,0.51,high_turnover,3.76,9.01,3.06,duty_free,1,1.52,galley_chiller,17321,2.96,20.62,34.25,871,33.02,5.22,5.95,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['galley chiller', 'duty free']",congestion_delay_heavy,high,high,low,low,medium,medium,medium,not_required,high
jatm-0431-assistance-readiness,JATM-0431,E195-E2,FRA -> BCN,short_haul,20:10,C13,138,7,6.13,True,False,Pending gate coordination,2.45,0.85,high_turnover,5.31,4.82,3.98,wheelchair_kit,0,0.39,lavatory_sensor,8678,3.06,25.47,29.84,1888,33.93,1.94,3.23,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,low,medium,low,low,low,high,medium,unconfirmed,medium
jatm-0432-composite-multi-risk,JATM-0432,A320neo,CGN -> PMI,long_haul,21:17,D14,170,50,7.89,True,True,Pending gate coordination,6.78,0.24,business_priority,8.86,9.17,8.31,beverage,4,9.54,cabin_light_driver,14389,2.22,24.98,36.07,1820,62.05,5.17,4.57,True,['Controlled synthetic composite multi risk evaluation case.'],"['cabin light driver', 'beverage']",composite_multi_risk,high,high,high,high,high,low,medium,confirmed,medium
jatm-0433-low-risk-routine,JATM-0433,E195-E2,VIE -> MUC,short_haul,14:24,A15,92,3,2.29,False,False,Pending gate coordination,2.4,0.83,late_rotation,3.46,3.28,3.46,mixed_service,0,1.37,seat_power_unit,9604,1.25,20.55,47.8,663,24.16,1.21,0.3,True,['Controlled synthetic low risk routine evaluation case.'],"['seat power unit', 'mixed service']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0434-maintenance-heavy,JATM-0434,E195-E2,ZRH -> HAM,medium_haul,15:31,B16,139,15,6.15,True,True,Pending gate coordination,5.05,0.93,business_priority,4.96,2.12,4.14,wheelchair_kit,6,9.24,ife_display,7565,2.07,29.41,40.93,3435,89.23,8.55,1.04,True,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'wheelchair kit']",maintenance_heavy,medium,medium,high,high,medium,high,medium,confirmed,low
jatm-0435-inventory-heavy,JATM-0435,A320neo,DUB -> BER,long_haul,16:38,C17,204,17,4.67,False,False,Pending gate coordination,8.46,0.21,late_rotation,8.19,7.2,8.92,meal,2,2.63,ife_display,7610,2.98,21.5,41.65,1436,33.55,1.34,1.48,True,['Controlled synthetic inventory heavy evaluation case.'],"['ife display', 'meal']",inventory_heavy,medium,medium,medium,low,high,low,high,not_required,low
jatm-0436-congestion-delay-heavy,JATM-0436,E195-E2,MAD -> FRA,medium_haul,17:45,D18,191,70,7.77,False,False,Pending gate coordination,2.74,0.77,late_rotation,2.78,9.58,5.77,wheelchair_kit,0,1.72,galley_chiller,9483,2.25,26.25,34.03,911,27.86,3.76,3.77,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['galley chiller', 'wheelchair kit']",congestion_delay_heavy,high,high,low,low,low,high,high,not_required,medium
jatm-0437-assistance-readiness,JATM-0437,A320neo,MUC -> LHR,short_haul,18:52,A19,174,17,2.4,True,True,Pending gate coordination,2.69,0.89,high_turnover,2.87,4.84,4.34,wheelchair_kit,1,0.97,galley_chiller,9145,1.33,23.41,36.96,673,24.08,2.94,2.24,True,['Controlled synthetic assistance readiness evaluation case.'],"['galley chiller', 'wheelchair kit']",assistance_readiness,medium,low,low,low,low,high,medium,confirmed,medium
jatm-0438-composite-multi-risk,JATM-0438,A321,OSL -> BER,medium_haul,19:59,B20,183,22,6.98,False,False,Pending gate coordination,6.49,0.52,late_rotation,7.59,7.59,7.15,wheelchair_kit,4,8.97,lavatory_sensor,10655,2.01,23.98,49.86,3845,86.98,9.36,7.52,True,['Controlled synthetic composite multi risk evaluation case.'],"['lavatory sensor', 'wheelchair kit']",composite_multi_risk,medium,medium,high,high,medium,medium,high,not_required,high
jatm-0439-low-risk-routine,JATM-0439,E195-E2,AMS -> VIE,long_haul,20:06,C21,97,0,3.18,False,False,Pending gate coordination,2.08,0.9,standard,3.43,2.26,2.99,beverage,1,1.53,ife_display,18734,1.68,26.06,25.26,731,17.38,0.72,0.96,True,['Controlled synthetic low risk routine evaluation case.'],"['ife display', 'beverage']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0440-maintenance-heavy,JATM-0440,A321,CPH -> MUC,short_haul,21:13,D22,130,14,6.07,False,False,Pending gate coordination,4.89,0.88,high_turnover,3.72,3.12,3.87,mixed_service,3,6.72,ife_display,7596,1.21,31.81,39.67,3103,91.95,7.25,2.84,False,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'mixed service']",maintenance_heavy,medium,medium,medium,high,medium,high,medium,not_required,medium
jatm-0441-inventory-heavy,JATM-0441,A320neo,FRA -> BCN,medium_haul,14:20,A01,162,10,5.03,False,False,Pending gate coordination,8.5,0.39,late_rotation,9.71,5.75,8.24,beverage,2,3.34,ife_display,11126,0.83,26.22,36.51,1486,31.31,1.49,2.2,True,['Controlled synthetic inventory heavy evaluation case.'],"['ife display', 'beverage']",inventory_heavy,medium,medium,medium,low,high,low,medium,not_required,medium
jatm-0442-congestion-delay-heavy,JATM-0442,A320neo,CGN -> PMI,short_haul,15:27,B02,190,65,8.52,False,False,Pending gate coordination,5.68,0.62,high_turnover,4.66,9.63,5.14,wheelchair_kit,1,2.41,ife_display,13812,1.76,24.32,24.89,799,45.51,1.91,2.77,False,['Controlled synthetic congestion delay heavy evaluation case.'],"['ife display', 'wheelchair kit']",congestion_delay_heavy,high,high,low,low,medium,medium,high,not_required,medium
jatm-0443-assistance-readiness,JATM-0443,E195-E2,VIE -> MUC,short_haul,16:34,C03,175,5,5.61,True,True,Pending gate coordination,1.71,0.8,high_turnover,4.43,3.29,2.83,wheelchair_kit,0,2.2,lavatory_sensor,11659,0.9,25.11,37.3,2060,20.96,4.1,3.33,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,low,medium,low,low,low,high,high,confirmed,medium
jatm-0444-composite-multi-risk,JATM-0444,A320neo,ZRH -> HAM,short_haul,17:41,D04,209,56,6.4,True,True,Pending gate coordination,6.73,0.22,business_priority,7.13,7.21,9.36,wheelchair_kit,6,7.11,cabin_light_driver,16554,1.67,23.25,22.54,2267,66.7,8.49,3.57,True,['Controlled synthetic composite multi risk evaluation case.'],"['cabin light driver', 'wheelchair kit']",composite_multi_risk,high,medium,high,high,high,low,high,confirmed,medium
jatm-0445-low-risk-routine,JATM-0445,B737-800,DUB -> BER,short_haul,18:48,A05,125,3,2.93,False,False,Pending gate coordination,1.61,0.92,late_rotation,1.29,2.55,3.53,duty_free,1,1.78,galley_chiller,21834,2.07,24.5,33.42,1147,18.72,0.83,0.13,True,['Controlled synthetic low risk routine evaluation case.'],"['galley chiller', 'duty free']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0446-maintenance-heavy,JATM-0446,A321,MAD -> FRA,short_haul,19:55,B06,120,17,6.55,True,False,Pending gate coordination,3.24,0.62,high_turnover,4.56,2.11,4.9,meal,3,7.36,galley_chiller,7629,1.14,30.82,62.24,2993,68.77,7.36,1.72,True,['Controlled synthetic maintenance heavy evaluation case.'],"['galley chiller', 'meal']",maintenance_heavy,medium,medium,medium,high,low,medium,low,unconfirmed,low
jatm-0447-inventory-heavy,JATM-0447,E195-E2,MUC -> LHR,short_haul,20:02,C07,160,17,4.31,False,False,Pending gate coordination,7.19,0.44,high_turnover,8.69,6.4,7.9,beverage,2,2.01,ife_display,19719,1.36,21.41,26.31,1920,35.83,3.94,3.46,True,['Controlled synthetic inventory heavy evaluation case.'],"['ife display', 'beverage']",inventory_heavy,medium,medium,medium,low,high,low,medium,not_required,medium
jatm-0448-congestion-delay-heavy,JATM-0448,A320neo,OSL -> BER,short_haul,21:09,D08,178,43,9.14,False,False,Pending gate coordination,4.39,0.6,late_rotation,2.61,9.27,3.32,beverage,2,2.42,lavatory_sensor,19084,0.83,25.11,41.33,1495,42.94,4.14,5.72,False,['Controlled synthetic congestion delay heavy evaluation case.'],"['lavatory sensor', 'beverage']",congestion_delay_heavy,high,high,medium,low,medium,medium,high,not_required,high
jatm-0449-assistance-readiness,JATM-0449,E195-E2,AMS -> VIE,short_haul,14:16,A09,111,16,2.29,True,False,Pending gate coordination,3.5,0.85,business_priority,5.01,2.3,2.67,wheelchair_kit,1,1.82,galley_chiller,8930,1.46,21.1,29.0,601,45.26,1.98,0.64,True,['Controlled synthetic assistance readiness evaluation case.'],"['galley chiller', 'wheelchair kit']",assistance_readiness,medium,low,low,low,medium,high,low,unconfirmed,low
jatm-0450-composite-multi-risk,JATM-0450,E195-E2,CPH -> MUC,long_haul,15:23,B10,184,38,8.69,False,False,Pending gate coordination,9.39,0.41,high_turnover,8.1,9.27,8.33,duty_free,2,6.11,lavatory_sensor,16145,2.78,22.66,29.2,3631,66.34,7.01,5.69,True,['Controlled synthetic composite multi risk evaluation case.'],"['lavatory sensor', 'duty free']",composite_multi_risk,high,high,medium,medium,high,low,high,not_required,high
jatm-0451-low-risk-routine,JATM-0451,A320neo,FRA -> BCN,medium_haul,16:30,C11,105,3,1.14,False,False,Pending gate coordination,1.43,0.81,business_priority,2.66,2.25,2.02,meal,1,0.55,galley_chiller,19353,1.71,21.1,35.88,1097,16.44,1.81,0.87,True,['Controlled synthetic low risk routine evaluation case.'],"['galley chiller', 'meal']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0452-maintenance-heavy,JATM-0452,E195-E2,CGN -> PMI,medium_haul,17:37,D12,98,28,6.21,False,False,Pending gate coordination,3.06,0.93,high_turnover,5.65,2.33,3.95,duty_free,4,6.59,ife_display,10228,2.94,32.82,47.47,3394,78.95,8.97,0.04,False,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'duty free']",maintenance_heavy,high,medium,high,high,low,high,low,not_required,low
jatm-0453-inventory-heavy,JATM-0453,A321,VIE -> MUC,long_haul,18:44,A13,181,11,5.47,False,False,Pending gate coordination,7.58,0.26,business_priority,7.41,8.28,8.46,mixed_service,0,1.82,lavatory_sensor,13513,2.01,21.44,28.82,1565,37.92,3.18,2.66,False,['Controlled synthetic inventory heavy evaluation case.'],"['lavatory sensor', 'mixed service']",inventory_heavy,medium,medium,low,low,high,low,high,not_required,medium
jatm-0454-congestion-delay-heavy,JATM-0454,B737-800,ZRH -> HAM,medium_haul,19:51,B14,215,33,8.45,False,False,Pending gate coordination,5.93,0.73,late_rotation,4.38,9.4,5.45,mixed_service,2,2.33,seat_power_unit,10791,3.19,25.96,44.47,1939,33.45,2.4,7.31,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['seat power unit', 'mixed service']",congestion_delay_heavy,high,high,medium,low,medium,high,high,not_required,high
jatm-0455-assistance-readiness,JATM-0455,B737-800,DUB -> BER,long_haul,20:58,C15,145,0,4.56,True,True,Pending gate coordination,1.07,0.86,standard,4.62,3.94,2.73,wheelchair_kit,1,0.26,cabin_light_driver,14166,0.88,22.13,41.79,2179,58.03,1.67,2.02,False,['Controlled synthetic assistance readiness evaluation case.'],"['cabin light driver', 'wheelchair kit']",assistance_readiness,low,medium,low,low,low,high,medium,confirmed,medium
jatm-0456-composite-multi-risk,JATM-0456,B737-800,MAD -> FRA,short_haul,21:05,D16,215,35,7.65,True,False,Pending gate coordination,8.18,0.3,late_rotation,6.53,8.82,7.46,beverage,2,7.26,seat_power_unit,11344,1.36,22.66,22.66,3513,90.37,7.37,3.25,True,['Controlled synthetic composite multi risk evaluation case.'],"['seat power unit', 'beverage']",composite_multi_risk,high,high,medium,high,high,low,high,unconfirmed,medium
jatm-0457-low-risk-routine,JATM-0457,E195-E2,MUC -> LHR,short_haul,14:12,A17,85,4,1.09,False,False,Pending gate coordination,1.57,0.95,late_rotation,3.7,1.81,1.72,meal,1,1.58,ife_display,8711,1.19,23.36,47.63,1111,20.33,0.68,0.54,True,['Controlled synthetic low risk routine evaluation case.'],"['ife display', 'meal']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0458-maintenance-heavy,JATM-0458,B737-800,OSL -> BER,short_haul,15:19,B18,130,15,4.3,False,False,Pending gate coordination,2.55,0.74,late_rotation,4.39,2.4,2.0,mixed_service,6,7.96,ife_display,9383,2.01,27.51,39.3,3844,72.43,6.21,1.45,False,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'mixed service']",maintenance_heavy,medium,medium,high,high,low,high,medium,not_required,low
jatm-0459-inventory-heavy,JATM-0459,A320neo,AMS -> VIE,short_haul,16:26,C19,197,10,5.92,True,True,Pending gate coordination,7.27,0.3,late_rotation,6.59,7.79,6.12,mixed_service,2,2.69,galley_chiller,6018,1.57,23.15,38.58,2129,44.16,4.23,2.54,True,['Controlled synthetic inventory heavy evaluation case.'],"['galley chiller', 'mixed service']",inventory_heavy,medium,medium,medium,low,high,low,high,confirmed,medium
jatm-0460-congestion-delay-heavy,JATM-0460,E195-E2,CPH -> MUC,short_haul,17:33,D20,204,33,8.71,True,True,Pending gate coordination,5.03,0.64,late_rotation,4.18,7.28,4.47,mixed_service,1,3.94,cabin_light_driver,9426,1.98,22.89,38.39,1514,31.8,5.49,5.65,False,['Controlled synthetic congestion delay heavy evaluation case.'],"['cabin light driver', 'mixed service']",congestion_delay_heavy,high,high,low,medium,medium,medium,high,confirmed,high
jatm-0461-assistance-readiness,JATM-0461,B737-800,FRA -> BCN,medium_haul,18:40,A21,114,5,2.68,True,False,Pending gate coordination,1.24,0.74,high_turnover,3.86,5.01,3.93,wheelchair_kit,1,1.56,galley_chiller,20766,2.05,24.29,46.42,1677,21.08,5.01,3.39,False,['Controlled synthetic assistance readiness evaluation case.'],"['galley chiller', 'wheelchair kit']",assistance_readiness,low,low,low,low,low,high,low,unconfirmed,medium
jatm-0462-composite-multi-risk,JATM-0462,A321,CGN -> PMI,medium_haul,19:47,B22,220,29,9.37,True,True,Pending gate coordination,8.22,0.5,high_turnover,9.79,8.16,7.71,beverage,6,7.53,cabin_light_driver,7679,1.87,24.05,30.3,2273,63.76,6.46,6.37,True,['Controlled synthetic composite multi risk evaluation case.'],"['cabin light driver', 'beverage']",composite_multi_risk,high,high,high,high,high,medium,high,confirmed,high
jatm-0463-low-risk-routine,JATM-0463,A320neo,VIE -> MUC,short_haul,20:54,C01,96,5,2.64,False,False,Pending gate coordination,2.11,0.79,standard,2.42,1.91,2.13,duty_free,0,2.13,lavatory_sensor,21629,2.65,21.63,25.26,552,37.71,0.68,0.5,True,['Controlled synthetic low risk routine evaluation case.'],"['lavatory sensor', 'duty free']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0464-maintenance-heavy,JATM-0464,A321,ZRH -> HAM,short_haul,21:01,D02,165,19,4.54,True,False,Pending gate coordination,5.33,0.89,standard,2.47,2.35,4.71,mixed_service,3,9.48,seat_power_unit,17240,1.71,31.56,67.44,2422,88.83,8.61,3.35,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'mixed service']",maintenance_heavy,medium,medium,medium,high,medium,high,medium,unconfirmed,medium
jatm-0465-inventory-heavy,JATM-0465,B737-800,DUB -> BER,medium_haul,14:08,A03,208,3,4.5,False,False,Pending gate coordination,7.19,0.37,late_rotation,8.42,5.26,8.99,mixed_service,1,2.72,galley_chiller,6518,1.37,23.52,33.15,871,61.87,2.08,0.38,True,['Controlled synthetic inventory heavy evaluation case.'],"['galley chiller', 'mixed service']",inventory_heavy,low,medium,low,low,high,low,high,not_required,low
jatm-0466-congestion-delay-heavy,JATM-0466,B737-800,MAD -> FRA,long_haul,15:15,B04,188,53,8.25,False,False,Pending gate coordination,5.66,0.62,high_turnover,2.62,6.53,4.99,meal,0,3.13,seat_power_unit,16637,2.89,23.44,33.99,441,61.12,3.63,6.64,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['seat power unit', 'meal']",congestion_delay_heavy,high,high,low,low,medium,medium,high,not_required,high
jatm-0467-assistance-readiness,JATM-0467,A320neo,MUC -> LHR,short_haul,16:22,C05,123,5,5.7,True,True,Pending gate coordination,2.48,0.77,business_priority,3.55,3.57,3.91,wheelchair_kit,0,2.45,lavatory_sensor,10140,3.05,21.61,34.14,457,45.5,3.56,2.28,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,low,medium,low,low,low,high,low,confirmed,medium
jatm-0468-composite-multi-risk,JATM-0468,B737-800,OSL -> BER,short_haul,17:29,D06,219,36,8.2,False,False,Pending gate coordination,9.51,0.38,late_rotation,7.15,8.07,8.88,beverage,2,7.47,galley_chiller,14628,2.73,25.88,24.8,2321,63.22,6.06,2.11,True,['Controlled synthetic composite multi risk evaluation case.'],"['galley chiller', 'beverage']",composite_multi_risk,high,high,medium,high,high,low,high,not_required,medium
jatm-0469-low-risk-routine,JATM-0469,A321,AMS -> VIE,medium_haul,18:36,A07,123,2,3.61,False,False,Pending gate coordination,2.27,0.91,late_rotation,3.31,1.52,1.52,meal,0,1.78,lavatory_sensor,11136,2.95,21.24,33.81,868,24.41,2.12,1.02,True,['Controlled synthetic low risk routine evaluation case.'],"['lavatory sensor', 'meal']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0470-maintenance-heavy,JATM-0470,A321,CPH -> MUC,medium_haul,19:43,B08,146,20,6.94,False,False,Pending gate coordination,4.48,0.69,business_priority,2.42,3.86,5.02,wheelchair_kit,4,7.66,seat_power_unit,18085,1.92,25.66,43.96,3514,95.58,8.34,2.66,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'wheelchair kit']",maintenance_heavy,medium,medium,high,high,medium,medium,medium,not_required,medium
jatm-0471-inventory-heavy,JATM-0471,A321,FRA -> BCN,medium_haul,20:50,C09,208,18,4.01,True,False,Pending gate coordination,8.67,0.38,business_priority,9.18,5.54,8.29,beverage,1,3.21,cabin_light_driver,19221,0.85,23.45,30.14,1761,29.75,2.1,0.38,True,['Controlled synthetic inventory heavy evaluation case.'],"['cabin light driver', 'beverage']",inventory_heavy,medium,medium,low,low,high,low,high,unconfirmed,low
jatm-0472-congestion-delay-heavy,JATM-0472,A320neo,CGN -> PMI,short_haul,21:57,D10,161,46,7.9,False,False,Pending gate coordination,5.57,0.64,business_priority,5.52,6.69,3.1,wheelchair_kit,0,3.88,seat_power_unit,7001,1.48,24.75,35.21,1628,44.31,1.96,3.38,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['seat power unit', 'wheelchair kit']",congestion_delay_heavy,high,high,low,medium,medium,medium,medium,not_required,medium
jatm-0473-assistance-readiness,JATM-0473,E195-E2,VIE -> MUC,long_haul,14:04,A11,160,9,2.34,True,False,Pending gate coordination,0.82,0.95,high_turnover,2.07,4.15,5.77,wheelchair_kit,0,2.45,cabin_light_driver,15814,2.59,23.2,27.26,1203,35.35,1.36,2.39,False,['Controlled synthetic assistance readiness evaluation case.'],"['cabin light driver', 'wheelchair kit']",assistance_readiness,medium,low,low,low,low,high,medium,unconfirmed,medium
