scenario_id,flight_number,regime,readiness_score,criticality_score,alert_level,at_risk,assistance_request,assistance_equipment_confirmed,assistance_readiness_state,action_queue_size,p1_action_count,p2_action_count,top_action_category,maintenance_failure_probability,maintenance_urgency,maintenance_remaining_flights,inventory_shortage_risk,inventory_risk_level,bottleneck_dominant,bottleneck_confidence,expected_delay_risk_min,expected_benefit_min,proactive_vs_reactive_delta_min,bottleneck_prob_maintenance,bottleneck_prob_catering,bottleneck_prob_cleaning,bottleneck_prob_boarding,bottleneck_prob_refueling,action_count_maintenance,action_count_inventory_catering,action_count_assistance,action_count_gate_turnaround,action_count_occ_coordination,action_count_boarding,action_count_refueling,action_count_cleaning,action_count_operator_oversight
jatm-0485-assistance-readiness,JATM-0485,assistance_readiness,62.4,54.2,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.185,OK,51,0.422,LOW,Boarding,0.844,13.3,6.1,7.3,0.0,0.041,0.102,0.844,0.014,0,0,1,1,1,0,0,0,1
jatm-0486-composite-multi-risk,JATM-0486,composite_multi_risk,22.4,100.0,Critical,True,True,True,confirmed,6,2,3,Inventory/Catering,0.632,SOON,11,0.86,HIGH,Maintenance,0.855,21.1,7.6,8.8,0.855,0.015,0.01,0.09,0.03,2,1,0,1,1,0,0,0,1
jatm-0487-low-risk-routine,JATM-0487,low_risk_routine,80.9,30.7,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.177,OK,48,0.161,LOW,Cleaning,0.625,10.2,3.9,5.1,0.005,0.035,0.625,0.265,0.07,0,0,0,0,1,0,0,1,1
jatm-0488-maintenance-heavy,JATM-0488,maintenance_heavy,25.0,100.0,Critical,True,False,False,not_required,5,2,2,Maintenance,0.918,CRITICAL,2,0.367,LOW,Maintenance,1.0,20.6,7.7,8.9,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0489-inventory-heavy,JATM-0489,inventory_heavy,53.6,69.7,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.324,PLAN,31,0.849,HIGH,Catering,0.97,17.5,7.1,8.3,0.0,0.97,0.018,0.009,0.002,0,2,0,0,1,0,0,0,1
jatm-0490-congestion-delay-heavy,JATM-0490,congestion_delay_heavy,55.0,59.7,Priority,True,False,False,not_required,5,0,3,Inventory/Catering,0.178,OK,45,0.718,ELEVATED,Cleaning,0.524,14.5,4.9,6.1,0.0,0.018,0.524,0.409,0.049,0,1,0,1,1,0,0,1,1
jatm-0491-assistance-readiness,JATM-0491,assistance_readiness,66.5,48.1,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.149,OK,53,0.187,LOW,Boarding,0.864,11.8,5.5,6.7,0.0,0.009,0.112,0.864,0.015,0,0,1,1,1,0,0,0,1
jatm-0492-composite-multi-risk,JATM-0492,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.812,CRITICAL,2,0.877,HIGH,Maintenance,1.0,24.2,9.5,10.7,1.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0493-low-risk-routine,JATM-0493,low_risk_routine,82.8,28.5,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.153,OK,52,0.166,LOW,Cleaning,0.625,9.8,3.9,5.1,0.0,0.016,0.625,0.358,0.001,0,0,0,0,1,0,0,1,1
jatm-0494-maintenance-heavy,JATM-0494,maintenance_heavy,30.9,95.1,Critical,True,False,False,not_required,5,1,3,Maintenance,0.898,CRITICAL,0,0.282,LOW,Maintenance,1.0,19.9,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0495-inventory-heavy,JATM-0495,inventory_heavy,58.3,63.6,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.174,OK,47,0.863,HIGH,Catering,0.992,17.3,6.7,7.9,0.0,0.992,0.003,0.003,0.001,0,2,0,1,1,0,0,0,1
jatm-0496-congestion-delay-heavy,JATM-0496,congestion_delay_heavy,43.5,74.3,Priority,True,False,False,not_required,5,0,3,Inventory/Catering,0.201,OK,49,0.453,ELEVATED,Refueling,0.902,16.7,5.5,6.7,0.0,0.003,0.018,0.077,0.902,0,1,0,1,1,0,1,0,1
jatm-0497-assistance-readiness,JATM-0497,assistance_readiness,64.4,51.7,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.272,OK,41,0.29,LOW,Boarding,0.809,13.3,6.0,7.2,0.0,0.008,0.133,0.809,0.05,0,0,1,1,1,0,0,0,1
jatm-0498-composite-multi-risk,JATM-0498,composite_multi_risk,5.0,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.84,CRITICAL,2,0.878,HIGH,Maintenance,0.984,24.1,8.6,9.8,0.984,0.009,0.001,0.001,0.004,2,1,0,1,1,0,0,0,1
jatm-0499-low-risk-routine,JATM-0499,low_risk_routine,81.4,28.7,Routine,False,False,False,not_required,2,0,0,Gate/Turnaround,0.146,OK,49,0.25,LOW,Boarding,0.484,9.0,3.6,4.8,0.001,0.074,0.44,0.484,0.001,0,0,0,1,0,0,0,0,1
jatm-0500-maintenance-heavy,JATM-0500,maintenance_heavy,29.8,97.0,Critical,True,False,False,not_required,5,1,3,Maintenance,0.912,CRITICAL,0,0.359,LOW,Maintenance,1.0,19.7,7.6,8.8,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0501-inventory-heavy,JATM-0501,inventory_heavy,51.8,71.6,Priority,True,False,False,not_required,5,2,2,Inventory/Catering,0.308,OK,39,0.835,HIGH,Catering,0.997,18.5,7.1,8.3,0.0,0.997,0.001,0.001,0.0,0,2,0,1,1,0,0,0,1
jatm-0502-congestion-delay-heavy,JATM-0502,congestion_delay_heavy,45.6,74.9,Priority,True,True,True,confirmed,6,2,2,Inventory/Catering,0.154,OK,49,0.776,HIGH,Boarding,0.956,17.6,6.4,7.6,0.0,0.01,0.034,0.956,0.001,0,1,0,3,1,0,0,0,1
jatm-0503-assistance-readiness,JATM-0503,assistance_readiness,69.5,46.5,Watch,True,True,True,confirmed,4,0,2,Gate/Turnaround,0.243,OK,43,0.353,LOW,Boarding,0.786,13.5,5.1,6.3,0.0,0.085,0.123,0.786,0.005,0,0,0,2,1,0,0,0,1
jatm-0504-composite-multi-risk,JATM-0504,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.903,CRITICAL,0,0.879,HIGH,Maintenance,0.974,25.0,8.8,10.0,0.974,0.024,0.0,0.002,0.0,2,1,0,1,1,0,0,0,1
jatm-0505-low-risk-routine,JATM-0505,low_risk_routine,79.3,31.6,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.095,OK,53,0.163,LOW,Boarding,0.654,9.9,3.8,5.0,0.004,0.007,0.333,0.654,0.003,0,0,0,1,1,0,0,0,1
jatm-0506-maintenance-heavy,JATM-0506,maintenance_heavy,25.5,100.0,Critical,True,True,True,confirmed,5,2,2,Maintenance,0.88,CRITICAL,0,0.329,LOW,Maintenance,1.0,20.1,7.5,8.7,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0507-inventory-heavy,JATM-0507,inventory_heavy,40.5,85.9,Critical,True,True,False,unconfirmed,5,2,2,Inventory/Catering,0.538,PLAN,22,0.873,HIGH,Catering,0.996,19.5,8.7,9.9,0.0,0.996,0.0,0.003,0.0,0,2,1,0,1,0,0,0,1
jatm-0508-congestion-delay-heavy,JATM-0508,congestion_delay_heavy,46.2,71.8,Priority,True,False,False,not_required,6,1,3,Inventory/Catering,0.39,OK,29,0.843,HIGH,Boarding,0.504,17.3,5.8,7.0,0.0,0.046,0.388,0.504,0.062,0,1,0,3,1,0,0,0,1
jatm-0509-assistance-readiness,JATM-0509,assistance_readiness,70.9,44.6,Watch,False,True,True,confirmed,3,0,1,OCC coordination,0.14,OK,49,0.324,LOW,Boarding,0.867,12.9,5.0,6.2,0.0,0.063,0.051,0.867,0.018,0,0,0,1,1,0,0,0,1
jatm-0510-composite-multi-risk,JATM-0510,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.888,CRITICAL,3,0.879,HIGH,Maintenance,0.962,23.3,9.6,10.8,0.962,0.035,0.0,0.002,0.0,2,1,1,1,1,0,0,0,1
jatm-0511-low-risk-routine,JATM-0511,low_risk_routine,84.1,23.4,Routine,False,False,False,not_required,2,0,0,Refueling,0.159,OK,50,0.178,LOW,Refueling,0.327,7.4,3.0,4.2,0.014,0.025,0.31,0.323,0.327,0,0,0,0,0,0,1,0,1
jatm-0512-maintenance-heavy,JATM-0512,maintenance_heavy,27.2,100.0,Critical,True,False,False,not_required,5,1,3,Maintenance,0.935,CRITICAL,0,0.388,LOW,Maintenance,0.999,20.6,7.7,8.9,0.999,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0513-inventory-heavy,JATM-0513,inventory_heavy,57.7,65.8,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.292,OK,35,0.88,HIGH,Catering,0.996,18.4,7.1,8.3,0.0,0.996,0.003,0.001,0.0,0,2,0,1,1,0,0,0,1
jatm-0514-congestion-delay-heavy,JATM-0514,congestion_delay_heavy,50.4,65.9,Priority,True,False,False,not_required,5,0,3,Inventory/Catering,0.265,OK,42,0.718,ELEVATED,Refueling,0.572,16.7,5.3,6.5,0.003,0.023,0.217,0.185,0.572,0,1,0,1,1,0,1,0,1
jatm-0515-assistance-readiness,JATM-0515,assistance_readiness,73.1,40.4,Watch,False,True,True,confirmed,4,0,2,Gate/Turnaround,0.18,OK,48,0.356,LOW,Boarding,0.65,12.2,4.5,5.7,0.003,0.182,0.151,0.65,0.014,0,0,0,2,1,0,0,0,1
jatm-0516-composite-multi-risk,JATM-0516,composite_multi_risk,11.7,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.882,CRITICAL,0,0.878,HIGH,Maintenance,0.999,23.1,8.8,10.0,0.999,0.001,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0517-low-risk-routine,JATM-0517,low_risk_routine,81.9,29.4,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.121,OK,58,0.206,LOW,Cleaning,0.629,10.1,3.9,5.1,0.001,0.064,0.629,0.178,0.129,0,0,0,0,1,0,0,1,1
jatm-0518-maintenance-heavy,JATM-0518,maintenance_heavy,25.5,99.7,Critical,True,True,True,confirmed,5,2,2,Maintenance,0.857,CRITICAL,1,0.232,LOW,Maintenance,1.0,19.5,7.2,8.4,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0519-inventory-heavy,JATM-0519,inventory_heavy,51.8,72.0,Priority,True,True,True,confirmed,4,1,2,Inventory/Catering,0.396,PLAN,32,0.88,HIGH,Catering,0.926,17.7,7.2,8.4,0.0,0.926,0.01,0.064,0.0,0,2,0,0,1,0,0,0,1
jatm-0520-congestion-delay-heavy,JATM-0520,congestion_delay_heavy,43.1,74.8,Priority,True,False,False,not_required,5,2,1,Inventory/Catering,0.208,OK,42,0.86,HIGH,Cleaning,0.662,17.6,5.8,7.0,0.0,0.004,0.662,0.308,0.026,0,1,0,1,1,0,0,1,1
jatm-0521-assistance-readiness,JATM-0521,assistance_readiness,76.2,37.7,Routine,False,True,True,confirmed,3,0,1,OCC coordination,0.254,OK,41,0.238,LOW,Refueling,0.69,12.0,4.5,5.7,0.002,0.022,0.034,0.252,0.69,0,0,0,0,1,0,1,0,1
jatm-0522-composite-multi-risk,JATM-0522,composite_multi_risk,5.7,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.806,CRITICAL,4,0.88,HIGH,Maintenance,1.0,23.7,8.6,9.8,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0523-low-risk-routine,JATM-0523,low_risk_routine,82.2,28.7,Routine,False,False,False,not_required,2,0,0,Cleaning,0.196,OK,48,0.181,LOW,Cleaning,0.547,9.6,3.8,5.0,0.0,0.073,0.547,0.234,0.145,0,0,0,0,0,0,0,1,1
jatm-0524-maintenance-heavy,JATM-0524,maintenance_heavy,21.6,100.0,Critical,True,True,False,unconfirmed,5,2,2,Maintenance,0.88,CRITICAL,0,0.448,LOW,Maintenance,1.0,19.8,8.6,9.8,1.0,0.0,0.0,0.0,0.0,2,0,1,0,1,0,0,0,1
jatm-0525-inventory-heavy,JATM-0525,inventory_heavy,56.7,64.4,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.188,OK,46,0.869,HIGH,Catering,0.909,16.8,6.5,7.7,0.0,0.909,0.028,0.062,0.0,0,2,0,1,1,0,0,0,1
jatm-0526-congestion-delay-heavy,JATM-0526,congestion_delay_heavy,40.0,81.3,Critical,True,True,True,confirmed,5,2,1,Inventory/Catering,0.321,OK,34,0.802,HIGH,Boarding,0.843,20.1,6.5,7.7,0.0,0.036,0.121,0.843,0.0,0,1,0,2,1,0,0,0,1
jatm-0527-assistance-readiness,JATM-0527,assistance_readiness,58.3,58.8,Watch,True,True,False,unconfirmed,5,1,2,Assistance,0.337,OK,37,0.262,LOW,Boarding,0.845,14.4,6.2,7.4,0.004,0.003,0.036,0.845,0.112,0,0,1,2,1,0,0,0,1
jatm-0528-composite-multi-risk,JATM-0528,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.872,CRITICAL,0,0.877,HIGH,Maintenance,1.0,23.8,9.6,10.8,1.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0529-low-risk-routine,JATM-0529,low_risk_routine,84.5,24.8,Routine,False,False,False,not_required,2,0,0,Cleaning,0.085,OK,57,0.22,LOW,Cleaning,0.502,8.7,3.4,4.6,0.0,0.024,0.502,0.254,0.219,0,0,0,0,0,0,0,1,1
jatm-0530-maintenance-heavy,JATM-0530,maintenance_heavy,31.2,95.1,Critical,True,False,False,not_required,4,1,2,Maintenance,0.951,CRITICAL,0,0.236,LOW,Maintenance,1.0,19.6,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1
jatm-0531-inventory-heavy,JATM-0531,inventory_heavy,54.8,67.4,Priority,True,True,True,confirmed,5,1,3,Inventory/Catering,0.222,OK,48,0.878,HIGH,Catering,0.962,17.7,6.8,8.0,0.0,0.962,0.003,0.035,0.0,0,2,0,1,1,0,0,0,1
jatm-0532-congestion-delay-heavy,JATM-0532,congestion_delay_heavy,41.5,80.3,Critical,True,False,False,not_required,5,0,3,Inventory/Catering,0.368,OK,34,0.706,ELEVATED,Refueling,0.905,19.4,6.6,7.8,0.0,0.0,0.034,0.061,0.905,0,1,0,1,1,0,1,0,1
jatm-0533-assistance-readiness,JATM-0533,assistance_readiness,57.7,62.5,Priority,True,True,True,confirmed,4,0,2,Gate/Turnaround,0.505,PLAN,21,0.303,LOW,Boarding,0.904,16.3,6.0,7.2,0.0,0.002,0.094,0.904,0.0,0,0,0,2,1,0,0,0,1
jatm-0534-composite-multi-risk,JATM-0534,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.807,CRITICAL,2,0.879,HIGH,Maintenance,1.0,24.5,8.6,9.8,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0535-low-risk-routine,JATM-0535,low_risk_routine,80.7,30.8,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.166,OK,51,0.165,LOW,Cleaning,0.628,10.2,3.9,5.1,0.0,0.074,0.628,0.297,0.0,0,0,0,0,1,0,0,1,1
jatm-0536-maintenance-heavy,JATM-0536,maintenance_heavy,26.0,100.0,Critical,True,False,False,not_required,6,1,4,Maintenance,0.954,CRITICAL,0,0.517,ELEVATED,Maintenance,1.0,21.1,8.1,9.3,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0537-inventory-heavy,JATM-0537,inventory_heavy,43.2,79.4,Priority,True,True,False,unconfirmed,6,3,2,Inventory/Catering,0.249,OK,43,0.878,HIGH,Catering,0.969,18.0,7.8,9.0,0.0,0.969,0.003,0.028,0.0,0,2,1,1,1,0,0,0,1
jatm-0538-congestion-delay-heavy,JATM-0538,congestion_delay_heavy,52.2,65.2,Priority,True,False,False,not_required,6,0,4,Inventory/Catering,0.313,OK,38,0.73,ELEVATED,Boarding,0.598,15.8,5.6,6.8,0.001,0.031,0.166,0.598,0.203,0,1,0,3,1,0,0,0,1
jatm-0539-assistance-readiness,JATM-0539,assistance_readiness,77.3,36.5,Routine,False,True,True,confirmed,3,0,1,OCC coordination,0.201,OK,46,0.18,LOW,Boarding,0.765,11.7,4.5,5.7,0.0,0.004,0.197,0.765,0.035,0,0,0,1,1,0,0,0,1
jatm-0540-composite-multi-risk,JATM-0540,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.787,CRITICAL,2,0.876,HIGH,Maintenance,0.993,24.1,9.4,10.6,0.993,0.001,0.001,0.002,0.003,2,1,1,1,1,0,0,0,1
jatm-0541-low-risk-routine,JATM-0541,low_risk_routine,79.7,31.8,Routine,False,False,False,not_required,2,0,0,Gate/Turnaround,0.246,OK,42,0.21,LOW,Boarding,0.529,10.0,3.9,5.1,0.003,0.084,0.384,0.529,0.001,0,0,0,1,0,0,0,0,1
jatm-0542-maintenance-heavy,JATM-0542,maintenance_heavy,25.0,99.8,Critical,True,False,False,not_required,5,2,2,Maintenance,0.78,CRITICAL,4,0.308,LOW,Maintenance,1.0,19.1,7.1,8.3,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0543-inventory-heavy,JATM-0543,inventory_heavy,59.0,63.0,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.21,OK,42,0.823,HIGH,Catering,0.989,17.5,6.7,7.9,0.0,0.989,0.007,0.004,0.0,0,2,0,1,1,0,0,0,1
jatm-0544-congestion-delay-heavy,JATM-0544,congestion_delay_heavy,58.3,58.4,Watch,True,True,True,confirmed,5,1,2,Inventory/Catering,0.277,OK,35,0.796,HIGH,Boarding,0.542,14.4,5.5,6.7,0.002,0.038,0.03,0.542,0.388,0,1,0,2,1,0,0,0,1
jatm-0545-assistance-readiness,JATM-0545,assistance_readiness,68.5,45.6,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.159,OK,50,0.244,LOW,Boarding,0.787,11.5,5.5,6.7,0.008,0.01,0.08,0.787,0.116,0,0,1,1,1,0,0,0,1
jatm-0546-composite-multi-risk,JATM-0546,composite_multi_risk,5.2,100.0,Critical,True,True,False,unconfirmed,8,4,3,Maintenance,0.776,CRITICAL,0,0.88,HIGH,Catering,0.697,20.4,8.4,9.6,0.246,0.697,0.009,0.034,0.014,2,2,1,1,1,0,0,0,1
jatm-0547-low-risk-routine,JATM-0547,low_risk_routine,81.7,28.0,Routine,False,False,False,not_required,2,0,0,Cleaning,0.139,OK,54,0.156,LOW,Cleaning,0.522,9.0,3.5,4.7,0.0,0.035,0.522,0.312,0.131,0,0,0,0,0,0,0,1,1
jatm-0548-maintenance-heavy,JATM-0548,maintenance_heavy,31.5,93.8,Critical,True,True,True,confirmed,5,1,3,Maintenance,0.883,CRITICAL,0,0.221,LOW,Maintenance,1.0,19.5,7.2,8.4,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0549-inventory-heavy,JATM-0549,inventory_heavy,59.8,61.3,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.144,OK,54,0.879,HIGH,Catering,0.95,16.8,6.6,7.8,0.0,0.95,0.034,0.016,0.0,0,2,0,0,1,0,0,0,1
jatm-0550-congestion-delay-heavy,JATM-0550,congestion_delay_heavy,41.8,79.8,Priority,True,False,False,not_required,5,2,1,Inventory/Catering,0.413,PLAN,29,0.83,HIGH,Refueling,0.767,17.5,6.6,7.8,0.035,0.107,0.022,0.068,0.767,0,1,0,1,1,0,1,0,1
jatm-0551-assistance-readiness,JATM-0551,assistance_readiness,66.5,46.4,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.252,OK,37,0.291,LOW,Boarding,0.584,11.7,5.2,6.4,0.001,0.062,0.143,0.584,0.211,0,0,1,2,0,0,0,0,1
jatm-0552-composite-multi-risk,JATM-0552,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.866,CRITICAL,0,0.867,HIGH,Maintenance,1.0,24.9,8.7,9.9,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0553-low-risk-routine,JATM-0553,low_risk_routine,83.6,24.4,Routine,False,False,False,not_required,2,0,0,Refueling,0.174,OK,48,0.19,LOW,Refueling,0.339,7.9,3.1,4.3,0.034,0.023,0.274,0.33,0.339,0,0,0,0,0,0,1,0,1
jatm-0554-maintenance-heavy,JATM-0554,maintenance_heavy,29.8,96.3,Critical,True,False,False,not_required,5,1,3,Maintenance,0.882,CRITICAL,0,0.321,LOW,Maintenance,1.0,19.9,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0555-inventory-heavy,JATM-0555,inventory_heavy,61.0,60.8,Watch,True,False,False,not_required,4,1,2,Inventory/Catering,0.217,OK,42,0.879,HIGH,Catering,0.936,16.7,6.7,7.9,0.002,0.936,0.035,0.02,0.006,0,2,0,0,1,0,0,0,1
jatm-0556-congestion-delay-heavy,JATM-0556,congestion_delay_heavy,49.7,63.4,Priority,True,False,False,not_required,6,1,3,Inventory/Catering,0.175,OK,48,0.77,HIGH,Boarding,0.375,13.9,4.6,5.8,0.0,0.305,0.3,0.375,0.02,0,1,0,3,1,0,0,0,1
jatm-0557-assistance-readiness,JATM-0557,assistance_readiness,64.6,53.2,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.33,OK,37,0.411,LOW,Boarding,0.809,13.9,6.4,7.6,0.003,0.018,0.146,0.809,0.025,0,0,1,1,1,0,0,0,1
jatm-0558-composite-multi-risk,JATM-0558,composite_multi_risk,17.9,100.0,Critical,True,False,False,not_required,7,2,4,Inventory/Catering,0.642,SOON,7,0.88,HIGH,Catering,0.901,22.3,7.8,9.0,0.079,0.901,0.008,0.01,0.002,2,2,0,1,1,0,0,0,1
jatm-0559-low-risk-routine,JATM-0559,low_risk_routine,83.1,28.0,Routine,False,False,False,not_required,2,0,0,Cleaning,0.142,OK,53,0.271,LOW,Cleaning,0.55,9.7,3.9,5.1,0.0,0.327,0.55,0.106,0.018,0,0,0,0,0,0,0,1,1
jatm-0560-maintenance-heavy,JATM-0560,maintenance_heavy,26.9,98.6,Critical,True,True,True,confirmed,5,1,3,Maintenance,0.819,CRITICAL,4,0.348,LOW,Maintenance,0.996,19.6,7.3,8.5,0.996,0.0,0.0,0.003,0.0,2,0,0,1,1,0,0,0,1
jatm-0561-inventory-heavy,JATM-0561,inventory_heavy,47.9,75.7,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.328,PLAN,31,0.879,HIGH,Catering,0.966,18.3,7.1,8.3,0.0,0.966,0.016,0.018,0.0,0,2,0,1,1,0,0,0,1
jatm-0562-congestion-delay-heavy,JATM-0562,congestion_delay_heavy,39.3,81.4,Critical,True,True,False,unconfirmed,7,3,2,Inventory/Catering,0.243,OK,43,0.796,HIGH,Boarding,0.883,17.3,7.3,8.5,0.002,0.007,0.044,0.883,0.064,0,1,1,3,1,0,0,0,1
jatm-0563-assistance-readiness,JATM-0563,assistance_readiness,63.6,53.0,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.326,OK,40,0.258,LOW,Boarding,0.818,13.6,6.1,7.3,0.001,0.004,0.094,0.818,0.083,0,0,1,1,1,0,0,0,1
jatm-0564-composite-multi-risk,JATM-0564,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.898,CRITICAL,0,0.88,HIGH,Maintenance,0.999,23.5,9.7,10.9,0.999,0.001,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0565-low-risk-routine,JATM-0565,low_risk_routine,84.9,23.2,Routine,False,False,False,not_required,2,0,0,Cleaning,0.12,OK,51,0.212,LOW,Cleaning,0.382,7.9,3.1,4.3,0.01,0.04,0.382,0.232,0.336,0,0,0,0,0,0,0,1,1
jatm-0566-maintenance-heavy,JATM-0566,maintenance_heavy,29.2,97.9,Critical,True,False,False,not_required,5,1,3,Maintenance,0.918,CRITICAL,0,0.394,LOW,Maintenance,1.0,20.4,7.7,8.9,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0567-inventory-heavy,JATM-0567,inventory_heavy,40.7,83.9,Critical,True,True,False,unconfirmed,5,2,2,Inventory/Catering,0.387,PLAN,33,0.877,HIGH,Catering,0.995,18.7,8.3,9.5,0.0,0.995,0.001,0.004,0.0,0,2,1,0,1,0,0,0,1
jatm-0568-congestion-delay-heavy,JATM-0568,congestion_delay_heavy,46.6,69.7,Priority,True,False,False,not_required,6,0,4,Inventory/Catering,0.287,OK,40,0.526,ELEVATED,Boarding,0.665,15.7,5.2,6.4,0.0,0.008,0.277,0.665,0.05,0,1,0,3,1,0,0,0,1
jatm-0569-assistance-readiness,JATM-0569,assistance_readiness,59.5,59.8,Watch,True,True,True,confirmed,4,0,2,Gate/Turnaround,0.404,PLAN,31,0.358,LOW,Boarding,0.89,15.8,5.8,7.0,0.0,0.02,0.088,0.89,0.001,0,0,0,2,1,0,0,0,1
jatm-0570-composite-multi-risk,JATM-0570,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.863,CRITICAL,0,0.879,HIGH,Maintenance,0.997,23.8,8.7,9.9,0.997,0.001,0.0,0.002,0.0,2,1,0,1,1,0,0,0,1
jatm-0571-low-risk-routine,JATM-0571,low_risk_routine,82.6,28.3,Routine,False,False,False,not_required,2,0,0,Cleaning,0.185,OK,52,0.17,LOW,Cleaning,0.563,9.5,3.8,5.0,0.0,0.009,0.563,0.361,0.067,0,0,0,0,0,0,0,1,1
jatm-0572-maintenance-heavy,JATM-0572,maintenance_heavy,26.3,100.0,Critical,True,False,False,not_required,6,1,4,Maintenance,0.843,CRITICAL,1,0.538,ELEVATED,Maintenance,1.0,20.5,7.9,9.1,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0573-inventory-heavy,JATM-0573,inventory_heavy,53.4,68.0,Priority,True,False,False,not_required,5,2,2,Inventory/Catering,0.172,OK,48,0.867,HIGH,Catering,0.953,17.4,6.6,7.8,0.0,0.953,0.018,0.019,0.01,0,2,0,1,1,0,0,0,1
jatm-0574-congestion-delay-heavy,JATM-0574,congestion_delay_heavy,41.8,74.2,Priority,True,False,False,not_required,6,1,3,Inventory/Catering,0.369,PLAN,29,0.786,HIGH,Boarding,0.404,15.7,5.3,6.5,0.027,0.029,0.363,0.404,0.177,0,1,0,3,1,0,0,0,1
jatm-0575-assistance-readiness,JATM-0575,assistance_readiness,59.3,58.3,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.282,OK,36,0.252,LOW,Boarding,0.942,14.4,6.3,7.5,0.002,0.005,0.05,0.942,0.002,0,0,1,1,1,0,0,0,1
jatm-0576-composite-multi-risk,JATM-0576,composite_multi_risk,26.8,99.7,Critical,True,False,False,not_required,6,2,3,Inventory/Catering,0.569,SOON,16,0.847,HIGH,Maintenance,0.993,21.3,7.8,9.0,0.993,0.003,0.0,0.0,0.003,2,1,0,1,1,0,0,0,1
jatm-0577-low-risk-routine,JATM-0577,low_risk_routine,83.1,26.3,Routine,False,False,False,not_required,2,0,0,Cleaning,0.106,OK,57,0.205,LOW,Cleaning,0.498,8.8,3.4,4.6,0.0,0.041,0.498,0.459,0.002,0,0,0,0,0,0,0,1,1
