readiness_score,alert_level,dominant_signal,action_category,scenario_id,regime,baseline
51.7,Priority,HIGH,Inventory/Catering,jatm-0717-inventory-heavy,inventory_heavy,inventory_only
55.6,Priority,HIGH,Inventory/Catering,jatm-0718-congestion-delay-heavy,congestion_delay_heavy,inventory_only
86.5,Routine,LOW,Operator oversight,jatm-0719-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0720-composite-multi-risk,composite_multi_risk,inventory_only
89.4,Routine,LOW,Operator oversight,jatm-0721-low-risk-routine,low_risk_routine,inventory_only
66.4,Watch,ELEVATED,Inventory/Catering,jatm-0722-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0723-inventory-heavy,inventory_heavy,inventory_only
55.6,Priority,HIGH,Inventory/Catering,jatm-0724-congestion-delay-heavy,congestion_delay_heavy,inventory_only
87.7,Routine,LOW,Operator oversight,jatm-0725-assistance-readiness,assistance_readiness,inventory_only
52.3,Priority,HIGH,Inventory/Catering,jatm-0726-composite-multi-risk,composite_multi_risk,inventory_only
87.5,Routine,LOW,Operator oversight,jatm-0727-low-risk-routine,low_risk_routine,inventory_only
69.9,Watch,ELEVATED,Inventory/Catering,jatm-0728-maintenance-heavy,maintenance_heavy,inventory_only
54.4,Priority,HIGH,Inventory/Catering,jatm-0729-inventory-heavy,inventory_heavy,inventory_only
52.8,Priority,HIGH,Inventory/Catering,jatm-0730-congestion-delay-heavy,congestion_delay_heavy,inventory_only
82.7,Routine,LOW,Operator oversight,jatm-0731-assistance-readiness,assistance_readiness,inventory_only
52.6,Priority,HIGH,Inventory/Catering,jatm-0732-composite-multi-risk,composite_multi_risk,inventory_only
87.1,Routine,LOW,Operator oversight,jatm-0733-low-risk-routine,low_risk_routine,inventory_only
68.7,Watch,ELEVATED,Inventory/Catering,jatm-0734-maintenance-heavy,maintenance_heavy,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0735-inventory-heavy,inventory_heavy,inventory_only
64.3,Watch,ELEVATED,Inventory/Catering,jatm-0736-congestion-delay-heavy,congestion_delay_heavy,inventory_only
81.8,Routine,LOW,Operator oversight,jatm-0737-assistance-readiness,assistance_readiness,inventory_only
52.1,Priority,HIGH,Inventory/Catering,jatm-0738-composite-multi-risk,composite_multi_risk,inventory_only
82.7,Routine,LOW,Operator oversight,jatm-0739-low-risk-routine,low_risk_routine,inventory_only
79.4,Routine,LOW,Operator oversight,jatm-0740-maintenance-heavy,maintenance_heavy,inventory_only
52.5,Priority,HIGH,Inventory/Catering,jatm-0741-inventory-heavy,inventory_heavy,inventory_only
58.1,Watch,HIGH,Inventory/Catering,jatm-0742-congestion-delay-heavy,congestion_delay_heavy,inventory_only
88.0,Routine,LOW,Operator oversight,jatm-0743-assistance-readiness,assistance_readiness,inventory_only
53.2,Priority,HIGH,Inventory/Catering,jatm-0744-composite-multi-risk,composite_multi_risk,inventory_only
90.7,Routine,LOW,Operator oversight,jatm-0745-low-risk-routine,low_risk_routine,inventory_only
84.3,Routine,LOW,Operator oversight,jatm-0746-maintenance-heavy,maintenance_heavy,inventory_only
52.5,Priority,HIGH,Inventory/Catering,jatm-0747-inventory-heavy,inventory_heavy,inventory_only
64.5,Watch,ELEVATED,Inventory/Catering,jatm-0748-congestion-delay-heavy,congestion_delay_heavy,inventory_only
85.0,Routine,LOW,Operator oversight,jatm-0749-assistance-readiness,assistance_readiness,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0750-composite-multi-risk,composite_multi_risk,inventory_only
91.5,Routine,LOW,Operator oversight,jatm-0751-low-risk-routine,low_risk_routine,inventory_only
86.4,Routine,LOW,Operator oversight,jatm-0752-maintenance-heavy,maintenance_heavy,inventory_only
51.9,Priority,HIGH,Inventory/Catering,jatm-0753-inventory-heavy,inventory_heavy,inventory_only
60.1,Watch,ELEVATED,Inventory/Catering,jatm-0754-congestion-delay-heavy,congestion_delay_heavy,inventory_only
85.1,Routine,LOW,Operator oversight,jatm-0755-assistance-readiness,assistance_readiness,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0756-composite-multi-risk,composite_multi_risk,inventory_only
89.3,Routine,LOW,Operator oversight,jatm-0757-low-risk-routine,low_risk_routine,inventory_only
62.0,Watch,ELEVATED,Inventory/Catering,jatm-0758-maintenance-heavy,maintenance_heavy,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0759-inventory-heavy,inventory_heavy,inventory_only
53.0,Priority,HIGH,Inventory/Catering,jatm-0760-congestion-delay-heavy,congestion_delay_heavy,inventory_only
89.2,Routine,LOW,Operator oversight,jatm-0761-assistance-readiness,assistance_readiness,inventory_only
51.9,Priority,HIGH,Inventory/Catering,jatm-0762-composite-multi-risk,composite_multi_risk,inventory_only
89.0,Routine,LOW,Operator oversight,jatm-0763-low-risk-routine,low_risk_routine,inventory_only
70.5,Watch,ELEVATED,Inventory/Catering,jatm-0764-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0765-inventory-heavy,inventory_heavy,inventory_only
52.5,Priority,HIGH,Inventory/Catering,jatm-0766-congestion-delay-heavy,congestion_delay_heavy,inventory_only
87.2,Routine,LOW,Operator oversight,jatm-0767-assistance-readiness,assistance_readiness,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0768-composite-multi-risk,composite_multi_risk,inventory_only
90.0,Routine,LOW,Operator oversight,jatm-0769-low-risk-routine,low_risk_routine,inventory_only
84.6,Routine,LOW,Operator oversight,jatm-0770-maintenance-heavy,maintenance_heavy,inventory_only
52.9,Priority,HIGH,Inventory/Catering,jatm-0771-inventory-heavy,inventory_heavy,inventory_only
51.9,Priority,HIGH,Inventory/Catering,jatm-0772-congestion-delay-heavy,congestion_delay_heavy,inventory_only
85.1,Routine,LOW,Operator oversight,jatm-0773-assistance-readiness,assistance_readiness,inventory_only
52.3,Priority,HIGH,Inventory/Catering,jatm-0774-composite-multi-risk,composite_multi_risk,inventory_only
87.1,Routine,LOW,Operator oversight,jatm-0775-low-risk-routine,low_risk_routine,inventory_only
82.8,Routine,LOW,Operator oversight,jatm-0776-maintenance-heavy,maintenance_heavy,inventory_only
52.6,Priority,HIGH,Inventory/Catering,jatm-0777-inventory-heavy,inventory_heavy,inventory_only
52.8,Priority,HIGH,Inventory/Catering,jatm-0778-congestion-delay-heavy,congestion_delay_heavy,inventory_only
89.9,Routine,LOW,Operator oversight,jatm-0779-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0780-composite-multi-risk,composite_multi_risk,inventory_only
90.9,Routine,LOW,Operator oversight,jatm-0781-low-risk-routine,low_risk_routine,inventory_only
67.1,Watch,ELEVATED,Inventory/Catering,jatm-0782-maintenance-heavy,maintenance_heavy,inventory_only
51.9,Priority,HIGH,Inventory/Catering,jatm-0783-inventory-heavy,inventory_heavy,inventory_only
52.3,Priority,HIGH,Inventory/Catering,jatm-0784-congestion-delay-heavy,congestion_delay_heavy,inventory_only
79.2,Routine,LOW,Operator oversight,jatm-0785-assistance-readiness,assistance_readiness,inventory_only
52.8,Priority,HIGH,Inventory/Catering,jatm-0786-composite-multi-risk,composite_multi_risk,inventory_only
84.8,Routine,LOW,Operator oversight,jatm-0787-low-risk-routine,low_risk_routine,inventory_only
84.8,Routine,LOW,Operator oversight,jatm-0788-maintenance-heavy,maintenance_heavy,inventory_only
52.1,Priority,HIGH,Inventory/Catering,jatm-0789-inventory-heavy,inventory_heavy,inventory_only
59.8,Watch,ELEVATED,Inventory/Catering,jatm-0790-congestion-delay-heavy,congestion_delay_heavy,inventory_only
87.1,Routine,LOW,Operator oversight,jatm-0791-assistance-readiness,assistance_readiness,inventory_only
55.0,Priority,HIGH,Inventory/Catering,jatm-0792-composite-multi-risk,composite_multi_risk,inventory_only
86.4,Routine,LOW,Operator oversight,jatm-0793-low-risk-routine,low_risk_routine,inventory_only
66.9,Watch,ELEVATED,Inventory/Catering,jatm-0794-maintenance-heavy,maintenance_heavy,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0795-inventory-heavy,inventory_heavy,inventory_only
52.9,Priority,HIGH,Inventory/Catering,jatm-0796-congestion-delay-heavy,congestion_delay_heavy,inventory_only
84.0,Routine,LOW,Operator oversight,jatm-0797-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0798-composite-multi-risk,composite_multi_risk,inventory_only
90.1,Routine,LOW,Operator oversight,jatm-0799-low-risk-routine,low_risk_routine,inventory_only
85.4,Routine,LOW,Operator oversight,jatm-0800-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0801-inventory-heavy,inventory_heavy,inventory_only
70.8,Watch,ELEVATED,Inventory/Catering,jatm-0802-congestion-delay-heavy,congestion_delay_heavy,inventory_only
87.1,Routine,LOW,Operator oversight,jatm-0803-assistance-readiness,assistance_readiness,inventory_only
52.3,Priority,HIGH,Inventory/Catering,jatm-0804-composite-multi-risk,composite_multi_risk,inventory_only
91.3,Routine,LOW,Operator oversight,jatm-0805-low-risk-routine,low_risk_routine,inventory_only
63.9,Watch,ELEVATED,Inventory/Catering,jatm-0806-maintenance-heavy,maintenance_heavy,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0807-inventory-heavy,inventory_heavy,inventory_only
58.0,Watch,HIGH,Inventory/Catering,jatm-0808-congestion-delay-heavy,congestion_delay_heavy,inventory_only
79.4,Routine,LOW,Operator oversight,jatm-0809-assistance-readiness,assistance_readiness,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0810-composite-multi-risk,composite_multi_risk,inventory_only
88.7,Routine,LOW,Operator oversight,jatm-0811-low-risk-routine,low_risk_routine,inventory_only
79.5,Routine,LOW,Operator oversight,jatm-0812-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0813-inventory-heavy,inventory_heavy,inventory_only
53.9,Priority,HIGH,Inventory/Catering,jatm-0814-congestion-delay-heavy,congestion_delay_heavy,inventory_only
86.9,Routine,LOW,Operator oversight,jatm-0815-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0816-composite-multi-risk,composite_multi_risk,inventory_only
90.3,Routine,LOW,Operator oversight,jatm-0817-low-risk-routine,low_risk_routine,inventory_only
83.2,Routine,LOW,Operator oversight,jatm-0818-maintenance-heavy,maintenance_heavy,inventory_only
53.4,Priority,HIGH,Inventory/Catering,jatm-0819-inventory-heavy,inventory_heavy,inventory_only
75.6,Routine,LOW,Operator oversight,jatm-0820-congestion-delay-heavy,congestion_delay_heavy,inventory_only
87.5,Routine,LOW,Operator oversight,jatm-0821-assistance-readiness,assistance_readiness,inventory_only
52.1,Priority,HIGH,Inventory/Catering,jatm-0822-composite-multi-risk,composite_multi_risk,inventory_only
90.5,Routine,LOW,Operator oversight,jatm-0823-low-risk-routine,low_risk_routine,inventory_only
84.8,Routine,LOW,Operator oversight,jatm-0824-maintenance-heavy,maintenance_heavy,inventory_only
53.0,Priority,HIGH,Inventory/Catering,jatm-0825-inventory-heavy,inventory_heavy,inventory_only
63.7,Watch,ELEVATED,Inventory/Catering,jatm-0826-congestion-delay-heavy,congestion_delay_heavy,inventory_only
87.5,Routine,LOW,Operator oversight,jatm-0827-assistance-readiness,assistance_readiness,inventory_only
52.4,Priority,HIGH,Inventory/Catering,jatm-0828-composite-multi-risk,composite_multi_risk,inventory_only
90.0,Routine,LOW,Operator oversight,jatm-0829-low-risk-routine,low_risk_routine,inventory_only
77.9,Routine,LOW,Operator oversight,jatm-0830-maintenance-heavy,maintenance_heavy,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0831-inventory-heavy,inventory_heavy,inventory_only
52.0,Priority,HIGH,Inventory/Catering,jatm-0832-congestion-delay-heavy,congestion_delay_heavy,inventory_only
84.7,Routine,LOW,Operator oversight,jatm-0833-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0834-composite-multi-risk,composite_multi_risk,inventory_only
89.8,Routine,LOW,Operator oversight,jatm-0835-low-risk-routine,low_risk_routine,inventory_only
76.4,Routine,LOW,Operator oversight,jatm-0836-maintenance-heavy,maintenance_heavy,inventory_only
55.4,Priority,HIGH,Inventory/Catering,jatm-0837-inventory-heavy,inventory_heavy,inventory_only
52.1,Priority,HIGH,Inventory/Catering,jatm-0838-congestion-delay-heavy,congestion_delay_heavy,inventory_only
83.3,Routine,LOW,Operator oversight,jatm-0839-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0840-composite-multi-risk,composite_multi_risk,inventory_only
91.4,Routine,LOW,Operator oversight,jatm-0841-low-risk-routine,low_risk_routine,inventory_only
72.9,Watch,ELEVATED,Inventory/Catering,jatm-0842-maintenance-heavy,maintenance_heavy,inventory_only
51.9,Priority,HIGH,Inventory/Catering,jatm-0843-inventory-heavy,inventory_heavy,inventory_only
52.0,Priority,HIGH,Inventory/Catering,jatm-0844-congestion-delay-heavy,congestion_delay_heavy,inventory_only
84.8,Routine,LOW,Operator oversight,jatm-0845-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0846-composite-multi-risk,composite_multi_risk,inventory_only
88.3,Routine,LOW,Operator oversight,jatm-0847-low-risk-routine,low_risk_routine,inventory_only
81.0,Routine,LOW,Operator oversight,jatm-0848-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0849-inventory-heavy,inventory_heavy,inventory_only
52.4,Priority,HIGH,Inventory/Catering,jatm-0850-congestion-delay-heavy,congestion_delay_heavy,inventory_only
87.9,Routine,LOW,Operator oversight,jatm-0851-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0852-composite-multi-risk,composite_multi_risk,inventory_only
90.4,Routine,LOW,Operator oversight,jatm-0853-low-risk-routine,low_risk_routine,inventory_only
81.5,Routine,LOW,Operator oversight,jatm-0854-maintenance-heavy,maintenance_heavy,inventory_only
52.0,Priority,HIGH,Inventory/Catering,jatm-0855-inventory-heavy,inventory_heavy,inventory_only
53.6,Priority,HIGH,Inventory/Catering,jatm-0856-congestion-delay-heavy,congestion_delay_heavy,inventory_only
83.1,Routine,LOW,Operator oversight,jatm-0857-assistance-readiness,assistance_readiness,inventory_only
51.9,Priority,HIGH,Inventory/Catering,jatm-0858-composite-multi-risk,composite_multi_risk,inventory_only
88.0,Routine,LOW,Operator oversight,jatm-0859-low-risk-routine,low_risk_routine,inventory_only
83.6,Routine,LOW,Operator oversight,jatm-0860-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0861-inventory-heavy,inventory_heavy,inventory_only
70.7,Watch,ELEVATED,Inventory/Catering,jatm-0862-congestion-delay-heavy,congestion_delay_heavy,inventory_only
83.7,Routine,LOW,Operator oversight,jatm-0863-assistance-readiness,assistance_readiness,inventory_only
52.5,Priority,HIGH,Inventory/Catering,jatm-0864-composite-multi-risk,composite_multi_risk,inventory_only
89.0,Routine,LOW,Operator oversight,jatm-0865-low-risk-routine,low_risk_routine,inventory_only
88.9,Routine,LOW,Operator oversight,jatm-0866-maintenance-heavy,maintenance_heavy,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0867-inventory-heavy,inventory_heavy,inventory_only
67.8,Watch,ELEVATED,Inventory/Catering,jatm-0868-congestion-delay-heavy,congestion_delay_heavy,inventory_only
83.5,Routine,LOW,Operator oversight,jatm-0869-assistance-readiness,assistance_readiness,inventory_only
52.6,Priority,HIGH,Inventory/Catering,jatm-0870-composite-multi-risk,composite_multi_risk,inventory_only
85.5,Routine,LOW,Operator oversight,jatm-0871-low-risk-routine,low_risk_routine,inventory_only
74.6,Routine,ELEVATED,Inventory/Catering,jatm-0872-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0873-inventory-heavy,inventory_heavy,inventory_only
70.1,Watch,ELEVATED,Inventory/Catering,jatm-0874-congestion-delay-heavy,congestion_delay_heavy,inventory_only
76.4,Routine,LOW,Operator oversight,jatm-0875-assistance-readiness,assistance_readiness,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0876-composite-multi-risk,composite_multi_risk,inventory_only
90.3,Routine,LOW,Operator oversight,jatm-0877-low-risk-routine,low_risk_routine,inventory_only
75.7,Routine,LOW,Operator oversight,jatm-0878-maintenance-heavy,maintenance_heavy,inventory_only
52.3,Priority,HIGH,Inventory/Catering,jatm-0879-inventory-heavy,inventory_heavy,inventory_only
56.7,Watch,HIGH,Inventory/Catering,jatm-0880-congestion-delay-heavy,congestion_delay_heavy,inventory_only
84.2,Routine,LOW,Operator oversight,jatm-0881-assistance-readiness,assistance_readiness,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0882-composite-multi-risk,composite_multi_risk,inventory_only
88.6,Routine,LOW,Operator oversight,jatm-0883-low-risk-routine,low_risk_routine,inventory_only
78.9,Routine,LOW,Operator oversight,jatm-0884-maintenance-heavy,maintenance_heavy,inventory_only
52.8,Priority,HIGH,Inventory/Catering,jatm-0885-inventory-heavy,inventory_heavy,inventory_only
67.0,Watch,ELEVATED,Inventory/Catering,jatm-0886-congestion-delay-heavy,congestion_delay_heavy,inventory_only
84.6,Routine,LOW,Operator oversight,jatm-0887-assistance-readiness,assistance_readiness,inventory_only
52.2,Priority,HIGH,Inventory/Catering,jatm-0888-composite-multi-risk,composite_multi_risk,inventory_only
86.1,Routine,LOW,Operator oversight,jatm-0889-low-risk-routine,low_risk_routine,inventory_only
86.8,Routine,LOW,Operator oversight,jatm-0890-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0891-inventory-heavy,inventory_heavy,inventory_only
55.2,Priority,HIGH,Inventory/Catering,jatm-0892-congestion-delay-heavy,congestion_delay_heavy,inventory_only
82.6,Routine,LOW,Operator oversight,jatm-0893-assistance-readiness,assistance_readiness,inventory_only
52.6,Priority,HIGH,Inventory/Catering,jatm-0894-composite-multi-risk,composite_multi_risk,inventory_only
89.8,Routine,LOW,Operator oversight,jatm-0895-low-risk-routine,low_risk_routine,inventory_only
82.8,Routine,LOW,Operator oversight,jatm-0896-maintenance-heavy,maintenance_heavy,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0897-inventory-heavy,inventory_heavy,inventory_only
70.2,Watch,ELEVATED,Inventory/Catering,jatm-0898-congestion-delay-heavy,congestion_delay_heavy,inventory_only
78.7,Routine,LOW,Operator oversight,jatm-0899-assistance-readiness,assistance_readiness,inventory_only
51.9,Priority,HIGH,Inventory/Catering,jatm-0900-composite-multi-risk,composite_multi_risk,inventory_only
84.6,Routine,LOW,Operator oversight,jatm-0901-low-risk-routine,low_risk_routine,inventory_only
77.8,Routine,LOW,Operator oversight,jatm-0902-maintenance-heavy,maintenance_heavy,inventory_only
52.2,Priority,HIGH,Inventory/Catering,jatm-0903-inventory-heavy,inventory_heavy,inventory_only
56.1,Watch,HIGH,Inventory/Catering,jatm-0904-congestion-delay-heavy,congestion_delay_heavy,inventory_only
77.8,Routine,LOW,Operator oversight,jatm-0905-assistance-readiness,assistance_readiness,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0906-composite-multi-risk,composite_multi_risk,inventory_only
86.6,Routine,LOW,Operator oversight,jatm-0907-low-risk-routine,low_risk_routine,inventory_only
72.9,Watch,ELEVATED,Inventory/Catering,jatm-0908-maintenance-heavy,maintenance_heavy,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0909-inventory-heavy,inventory_heavy,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0910-congestion-delay-heavy,congestion_delay_heavy,inventory_only
78.0,Routine,LOW,Operator oversight,jatm-0911-assistance-readiness,assistance_readiness,inventory_only
54.4,Priority,HIGH,Inventory/Catering,jatm-0912-composite-multi-risk,composite_multi_risk,inventory_only
86.9,Routine,LOW,Operator oversight,jatm-0913-low-risk-routine,low_risk_routine,inventory_only
77.5,Routine,LOW,Operator oversight,jatm-0914-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0915-inventory-heavy,inventory_heavy,inventory_only
61.9,Watch,ELEVATED,Inventory/Catering,jatm-0916-congestion-delay-heavy,congestion_delay_heavy,inventory_only
85.2,Routine,LOW,Operator oversight,jatm-0917-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0918-composite-multi-risk,composite_multi_risk,inventory_only
90.1,Routine,LOW,Operator oversight,jatm-0919-low-risk-routine,low_risk_routine,inventory_only
86.4,Routine,LOW,Operator oversight,jatm-0920-maintenance-heavy,maintenance_heavy,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0921-inventory-heavy,inventory_heavy,inventory_only
63.3,Watch,ELEVATED,Inventory/Catering,jatm-0922-congestion-delay-heavy,congestion_delay_heavy,inventory_only
86.6,Routine,LOW,Operator oversight,jatm-0923-assistance-readiness,assistance_readiness,inventory_only
52.0,Priority,HIGH,Inventory/Catering,jatm-0924-composite-multi-risk,composite_multi_risk,inventory_only
91.3,Routine,LOW,Operator oversight,jatm-0925-low-risk-routine,low_risk_routine,inventory_only
77.7,Routine,LOW,Operator oversight,jatm-0926-maintenance-heavy,maintenance_heavy,inventory_only
54.4,Priority,HIGH,Inventory/Catering,jatm-0927-inventory-heavy,inventory_heavy,inventory_only
58.8,Watch,HIGH,Inventory/Catering,jatm-0928-congestion-delay-heavy,congestion_delay_heavy,inventory_only
78.9,Routine,LOW,Operator oversight,jatm-0929-assistance-readiness,assistance_readiness,inventory_only
51.9,Priority,HIGH,Inventory/Catering,jatm-0930-composite-multi-risk,composite_multi_risk,inventory_only
88.4,Routine,LOW,Operator oversight,jatm-0931-low-risk-routine,low_risk_routine,inventory_only
85.9,Routine,LOW,Operator oversight,jatm-0932-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0933-inventory-heavy,inventory_heavy,inventory_only
62.3,Watch,ELEVATED,Inventory/Catering,jatm-0934-congestion-delay-heavy,congestion_delay_heavy,inventory_only
85.7,Routine,LOW,Operator oversight,jatm-0935-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0936-composite-multi-risk,composite_multi_risk,inventory_only
88.3,Routine,LOW,Operator oversight,jatm-0937-low-risk-routine,low_risk_routine,inventory_only
89.3,Routine,LOW,Operator oversight,jatm-0938-maintenance-heavy,maintenance_heavy,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0939-inventory-heavy,inventory_heavy,inventory_only
54.8,Priority,HIGH,Inventory/Catering,jatm-0940-congestion-delay-heavy,congestion_delay_heavy,inventory_only
87.6,Routine,LOW,Operator oversight,jatm-0941-assistance-readiness,assistance_readiness,inventory_only
54.8,Priority,HIGH,Inventory/Catering,jatm-0942-composite-multi-risk,composite_multi_risk,inventory_only
89.4,Routine,LOW,Operator oversight,jatm-0943-low-risk-routine,low_risk_routine,inventory_only
79.9,Routine,LOW,Operator oversight,jatm-0944-maintenance-heavy,maintenance_heavy,inventory_only
52.4,Priority,HIGH,Inventory/Catering,jatm-0945-inventory-heavy,inventory_heavy,inventory_only
75.0,Routine,ELEVATED,Inventory/Catering,jatm-0946-congestion-delay-heavy,congestion_delay_heavy,inventory_only
83.2,Routine,LOW,Operator oversight,jatm-0947-assistance-readiness,assistance_readiness,inventory_only
51.9,Priority,HIGH,Inventory/Catering,jatm-0948-composite-multi-risk,composite_multi_risk,inventory_only
90.5,Routine,LOW,Operator oversight,jatm-0949-low-risk-routine,low_risk_routine,inventory_only
86.2,Routine,LOW,Operator oversight,jatm-0950-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0951-inventory-heavy,inventory_heavy,inventory_only
53.7,Priority,HIGH,Inventory/Catering,jatm-0952-congestion-delay-heavy,congestion_delay_heavy,inventory_only
86.9,Routine,LOW,Operator oversight,jatm-0953-assistance-readiness,assistance_readiness,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0954-composite-multi-risk,composite_multi_risk,inventory_only
89.6,Routine,LOW,Operator oversight,jatm-0955-low-risk-routine,low_risk_routine,inventory_only
78.4,Routine,LOW,Operator oversight,jatm-0956-maintenance-heavy,maintenance_heavy,inventory_only
52.9,Priority,HIGH,Inventory/Catering,jatm-0957-inventory-heavy,inventory_heavy,inventory_only
57.5,Watch,HIGH,Inventory/Catering,jatm-0958-congestion-delay-heavy,congestion_delay_heavy,inventory_only
78.1,Routine,LOW,Operator oversight,jatm-0959-assistance-readiness,assistance_readiness,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0960-composite-multi-risk,composite_multi_risk,inventory_only
89.9,Routine,LOW,Operator oversight,jatm-0961-low-risk-routine,low_risk_routine,inventory_only
75.7,Routine,LOW,Operator oversight,jatm-0962-maintenance-heavy,maintenance_heavy,inventory_only
51.6,Priority,HIGH,Inventory/Catering,jatm-0963-inventory-heavy,inventory_heavy,inventory_only
56.1,Watch,HIGH,Inventory/Catering,jatm-0964-congestion-delay-heavy,congestion_delay_heavy,inventory_only
83.8,Routine,LOW,Operator oversight,jatm-0965-assistance-readiness,assistance_readiness,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0966-composite-multi-risk,composite_multi_risk,inventory_only
90.3,Routine,LOW,Operator oversight,jatm-0967-low-risk-routine,low_risk_routine,inventory_only
84.5,Routine,LOW,Operator oversight,jatm-0968-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0969-inventory-heavy,inventory_heavy,inventory_only
70.8,Watch,ELEVATED,Inventory/Catering,jatm-0970-congestion-delay-heavy,congestion_delay_heavy,inventory_only
79.7,Routine,LOW,Operator oversight,jatm-0971-assistance-readiness,assistance_readiness,inventory_only
51.8,Priority,HIGH,Inventory/Catering,jatm-0972-composite-multi-risk,composite_multi_risk,inventory_only
88.7,Routine,LOW,Operator oversight,jatm-0973-low-risk-routine,low_risk_routine,inventory_only
84.4,Routine,LOW,Operator oversight,jatm-0974-maintenance-heavy,maintenance_heavy,inventory_only
51.9,Priority,HIGH,Inventory/Catering,jatm-0975-inventory-heavy,inventory_heavy,inventory_only
52.8,Priority,HIGH,Inventory/Catering,jatm-0976-congestion-delay-heavy,congestion_delay_heavy,inventory_only
83.6,Routine,LOW,Operator oversight,jatm-0977-assistance-readiness,assistance_readiness,inventory_only
52.3,Priority,HIGH,Inventory/Catering,jatm-0978-composite-multi-risk,composite_multi_risk,inventory_only
91.3,Routine,LOW,Operator oversight,jatm-0979-low-risk-routine,low_risk_routine,inventory_only
81.1,Routine,LOW,Operator oversight,jatm-0980-maintenance-heavy,maintenance_heavy,inventory_only
52.5,Priority,HIGH,Inventory/Catering,jatm-0981-inventory-heavy,inventory_heavy,inventory_only
58.8,Watch,ELEVATED,Inventory/Catering,jatm-0982-congestion-delay-heavy,congestion_delay_heavy,inventory_only
81.4,Routine,LOW,Operator oversight,jatm-0983-assistance-readiness,assistance_readiness,inventory_only
52.2,Priority,HIGH,Inventory/Catering,jatm-0984-composite-multi-risk,composite_multi_risk,inventory_only
83.2,Routine,LOW,Operator oversight,jatm-0985-low-risk-routine,low_risk_routine,inventory_only
83.7,Routine,LOW,Operator oversight,jatm-0986-maintenance-heavy,maintenance_heavy,inventory_only
51.7,Priority,HIGH,Inventory/Catering,jatm-0987-inventory-heavy,inventory_heavy,inventory_only
